age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
43,575,271665,820,807,636,862,850,14,0,0,45,253
37,597,223732,2361,1597,63,837,850,14,0,0,40,253
21,625,169003,735,381,1341,846,1381,14,0,0,25,253
52,434,338816,702,381,1341,508,850,14,0,0,70,253
34,25,506858,1135,807,734,862,850,14,0,0,32,253
28,25,265628,1135,381,769,846,850,521,0,0,40,253
34,25,173495,820,1932,1239,508,850,14,0,0,40,253
29,25,177413,820,807,393,862,850,14,0,0,40,253
39,25,31670,820,807,428,862,850,14,0,0,65,253
49,25,154451,2324,1932,393,837,1381,521,0,0,35,253
35,25,265535,2361,807,734,862,1381,14,0,0,50,1547
31,25,118941,2361,1932,340,846,850,521,0,0,20,253
18,25,214617,2361,381,769,846,850,14,0,0,30,253
47,1539,265097,820,807,340,862,850,14,4386,0,40,253
46,25,276087,820,807,636,862,850,14,5013,0,50,253
43,25,124692,668,807,636,862,850,14,0,0,40,253
51,625,306784,820,807,734,862,850,14,4386,0,40,253
21,25,434102,2361,381,1341,508,850,521,0,0,40,253
18,597,387641,2361,381,63,846,850,14,0,0,40,253
31,434,181824,668,807,31,484,850,521,0,1902,35,253
39,1539,177907,820,807,632,862,850,14,0,1887,40,253
58,25,87329,2324,807,1341,862,850,14,0,0,48,253
36,25,263130,702,381,31,508,850,521,0,0,40,253
38,25,262882,820,807,393,484,850,521,0,0,40,253
31,25,37546,668,807,445,484,850,521,0,1902,35,253
19,25,27433,2324,381,769,508,850,14,0,0,40,253
38,25,393945,1135,1932,80,508,850,521,0,0,36,253
26,25,173927,1135,381,31,846,1582,521,0,0,60,1547
38,25,343403,1915,1932,1341,508,850,521,0,0,16,253
36,25,111128,2361,807,734,862,850,14,0,0,45,253
40,25,193882,820,807,445,862,850,14,0,0,45,253
25,25,310864,668,381,80,508,1381,14,0,0,40,2334
41,25,128354,668,807,80,484,850,521,0,0,25,253
33,25,113364,820,381,636,508,850,14,0,0,45,253
63,597,198559,820,807,63,862,850,14,0,0,16,253
51,25,136913,820,807,393,862,850,14,0,0,40,253
34,25,115488,820,807,636,862,850,14,0,0,40,253
33,25,154227,1135,1932,636,508,850,14,0,0,40,253
25,25,279667,543,807,734,862,850,14,0,0,45,253
30,575,281030,820,381,636,837,850,14,0,0,66,253
19,25,283945,2361,381,1341,846,850,14,0,0,25,253
47,25,454989,820,807,445,484,850,521,0,0,40,253
26,25,391349,668,381,1341,508,850,521,0,0,40,253
21,434,166704,2361,381,340,846,850,521,0,0,14,253
36,25,151835,820,807,340,862,850,14,0,0,60,253
60,25,199085,543,807,393,862,850,14,0,0,40,253
28,25,61487,820,381,31,837,1381,14,0,0,40,253
19,25,120251,820,381,1341,846,850,521,0,0,14,253
42,25,273230,668,807,31,862,850,14,0,0,90,253
36,25,358373,820,1597,393,508,1381,521,0,0,36,253
35,25,267891,820,807,340,484,850,521,0,0,38,253
22,25,234880,2361,381,1341,846,850,521,0,0,25,253
54,25,48358,820,807,734,862,850,14,0,0,40,253
36,25,96452,668,807,31,862,850,14,0,0,45,253
55,25,204751,820,807,1239,862,850,14,0,0,65,253
57,25,375868,702,807,1341,862,850,14,0,0,40,253
56,25,413373,1150,807,1239,862,850,14,0,0,36,253
24,25,537222,820,807,445,862,850,14,0,0,50,253
35,1539,33975,668,807,31,862,850,14,0,0,40,253
51,634,162327,2324,1932,636,508,850,14,0,0,40,253
34,25,182691,820,1932,445,846,850,14,0,0,44,253
36,25,300829,1915,1932,1341,837,850,521,0,0,42,253
51,1539,114508,539,1597,340,1274,850,521,0,0,40,253
46,634,214627,19,807,31,862,850,14,0,0,60,253
42,25,129684,820,1932,445,508,1381,521,5455,0,50,253
25,434,120041,668,381,31,508,850,521,0,0,40,253
22,25,361138,820,381,769,1274,850,14,0,0,50,253
37,25,76893,820,807,734,862,850,14,0,0,40,253
48,25,205424,668,1932,636,837,850,14,0,0,40,253
61,25,176839,668,807,31,862,850,14,15024,0,50,253
40,25,229148,735,807,1239,862,1381,14,0,0,40,1547
58,634,154537,820,807,445,484,850,521,0,0,20,253
52,25,181901,820,190,428,1274,850,14,0,0,20,1565
18,25,152004,2324,381,340,846,1381,14,0,0,20,253
27,25,205188,543,807,393,862,850,14,0,0,40,253
48,575,30840,2361,807,31,862,850,14,5013,0,45,253
63,25,66634,539,807,734,862,850,14,0,0,16,253
38,575,180220,820,807,734,862,850,14,0,0,60,253
31,25,291052,2361,807,1341,862,850,14,0,2051,40,253
40,575,99651,2361,807,31,862,850,14,0,0,60,253
41,25,327723,820,1932,445,508,850,14,0,0,40,253
28,25,32291,668,381,31,508,850,521,2174,0,40,253
31,25,345122,894,1932,31,508,850,14,14084,0,50,253
32,25,127384,1135,807,734,862,850,14,0,0,55,253
30,25,363296,820,381,769,837,1381,14,0,0,72,253
39,1539,86551,820,1932,734,508,850,14,0,1876,40,253
28,25,30070,668,807,636,862,850,14,0,0,50,253
31,25,595000,820,381,769,1274,1381,521,0,0,35,253
21,597,152328,2361,381,63,846,850,14,0,0,20,253
33,597,177824,820,1597,63,837,850,521,0,0,40,253
44,434,111483,702,807,31,862,850,14,0,0,40,253
22,25,199555,2361,381,428,846,850,14,0,0,25,253
42,25,50018,820,807,340,862,850,14,0,0,40,2334
36,25,218490,1915,807,734,862,850,14,0,0,35,253
39,25,49020,702,381,445,508,850,14,0,1974,40,253
61,25,213321,2361,807,445,862,850,14,0,1672,40,253
31,25,159187,820,1932,1239,846,850,14,0,0,40,253
21,25,83033,2361,381,340,508,850,521,0,0,25,599
39,575,31848,2361,807,428,862,850,14,2829,0,90,253
34,575,24961,820,807,428,862,850,14,0,0,80,253
21,25,182117,2361,381,340,846,850,14,0,0,15,253
75,575,146576,668,1032,31,837,850,14,0,0,48,253
21,25,176690,2361,381,340,846,850,14,0,0,24,253
81,25,122651,2361,807,636,862,850,14,0,0,15,253
54,634,149650,820,1932,340,508,850,14,0,0,40,1454
34,25,454508,668,807,31,862,850,14,0,0,65,1348
54,575,269068,894,807,31,862,338,14,99999,0,50,427
41,25,266530,820,807,340,862,653,14,0,0,45,253
61,597,198542,668,1932,63,508,850,521,0,0,40,253
63,25,133144,820,807,340,862,850,14,2580,0,20,253
24,25,217961,2361,381,393,508,850,14,0,0,40,253
20,25,221661,820,807,1341,484,850,521,0,0,40,1565
44,1539,60735,668,1932,31,846,850,521,0,0,60,253
47,575,121124,668,807,636,862,850,14,0,0,40,253
31,25,48588,2361,807,734,862,850,14,0,0,40,253
41,25,48087,1150,1932,734,508,850,14,0,1590,40,253
53,575,240138,820,807,734,862,850,14,0,0,60,253
63,25,273010,820,807,1341,484,850,521,3471,0,40,253
44,25,104196,702,807,31,862,850,14,0,0,45,253
37,25,230035,820,807,734,862,850,14,0,0,46,253
28,25,38918,2361,807,734,862,850,14,0,0,50,599
71,597,205011,2361,807,63,862,850,14,0,0,10,253
57,25,176079,820,1932,1341,508,850,521,0,0,40,253
22,25,180052,2361,381,428,846,850,14,0,0,10,253
33,1539,173005,668,807,1341,862,850,14,0,1848,45,253
30,25,378723,2361,1932,1341,846,850,521,0,0,55,253
20,25,233624,820,381,734,846,850,14,0,0,40,253
28,25,192591,668,381,1341,508,850,521,0,0,45,253
54,25,249860,2324,1932,1332,837,1381,521,0,0,10,253
20,25,247564,820,381,769,846,850,14,0,0,35,253
34,25,238912,820,807,445,862,850,14,0,0,40,253
21,25,190227,2361,381,1341,846,850,14,0,0,40,253
29,434,293287,2361,381,340,837,850,521,0,0,40,253
51,25,180807,2361,1932,445,837,850,521,0,0,40,253
39,25,250217,820,1932,393,508,1381,521,0,0,70,253
19,25,217418,2361,381,1341,1274,1381,521,0,0,38,253
22,1539,137510,820,381,428,846,850,14,0,0,40,253
59,434,163047,2361,1932,1341,508,850,521,0,0,38,253
18,25,577521,2324,381,636,846,850,14,0,0,13,253
22,25,221533,820,381,340,508,850,14,0,0,20,253
42,1539,255675,2361,807,734,862,850,14,0,0,40,253
39,25,114079,1915,381,734,508,850,14,0,0,40,253
31,25,155781,668,807,636,862,850,14,0,0,40,253
28,25,243762,2324,1597,734,837,850,521,0,0,40,253
22,25,113062,668,381,445,846,850,521,0,0,7,253
67,25,217028,702,381,340,508,850,521,0,0,40,253
17,25,110723,2324,381,636,846,850,521,0,0,25,253
47,625,191858,1915,807,1341,862,850,14,0,0,40,253
23,25,179423,668,381,1341,508,850,521,0,0,5,253
20,25,339588,820,807,340,484,850,521,0,0,40,1547
22,25,206815,820,381,636,837,850,521,0,0,40,1547
47,434,103743,1150,807,1239,862,850,14,0,0,40,253
49,25,235683,2361,807,636,484,850,521,0,0,40,253
64,597,207321,2361,807,63,862,850,14,0,0,20,253
35,434,197495,2361,1932,445,508,1381,521,0,0,40,253
52,625,424012,2361,1932,445,508,850,521,0,0,40,253
29,25,178469,820,381,636,508,850,521,0,0,40,253
73,634,92886,543,1032,636,837,850,521,0,0,40,1454
38,575,214008,820,807,31,862,850,14,0,0,50,253
59,575,325732,820,807,445,862,850,14,0,1902,52,253
35,25,28572,2361,807,734,862,850,14,4064,0,35,253
18,25,118376,2361,381,636,846,850,521,0,0,15,253
24,25,51799,820,807,1341,484,1381,521,0,0,40,253
33,1539,115488,668,807,31,862,850,14,0,0,50,253
40,25,190621,2361,1932,445,1274,1381,521,0,0,55,253
55,25,193568,820,1032,1341,508,850,521,0,0,40,253
44,25,192878,820,1932,31,508,850,14,0,0,40,253
40,25,264663,668,381,31,846,850,521,0,0,60,253
22,25,234731,820,1932,769,846,850,14,0,0,40,253
55,25,308373,2361,807,445,484,850,521,0,0,40,253
45,25,205644,820,1597,80,508,850,521,0,0,26,253
47,1539,321851,668,381,31,508,850,521,0,0,50,253
56,25,206399,820,807,734,862,850,14,0,0,40,253
44,25,124563,820,807,393,862,1381,14,0,0,40,253
32,434,198211,2361,381,1341,508,850,14,0,0,38,253
17,25,130795,543,381,340,846,850,14,0,0,20,253
44,25,71269,2361,1932,445,508,850,14,0,0,50,253
32,575,319280,1915,381,636,508,850,14,0,0,80,253
35,25,125933,668,807,636,862,850,14,0,0,60,253
27,25,107236,820,807,340,862,850,14,0,0,40,253
32,25,32732,820,807,31,862,850,14,0,0,50,253
68,25,284763,2324,1932,1239,508,850,14,0,0,70,253
20,25,112668,2361,381,340,846,850,521,0,0,20,253
33,25,376483,2361,1932,1341,508,1381,521,0,0,40,253
24,25,402778,539,381,769,846,850,14,0,0,12,253
48,25,36177,820,807,734,862,850,14,0,0,45,253
45,25,125489,702,1932,31,837,850,521,0,0,50,253
48,25,304791,2361,1032,1341,508,850,521,0,0,40,253
28,25,209205,702,807,31,862,850,14,0,0,45,253
60,597,112821,2361,807,63,862,850,14,0,0,35,253
39,1539,178100,702,1932,31,837,850,521,0,0,40,253
23,25,70261,2361,381,340,846,850,14,0,0,30,253
23,434,186634,735,381,445,508,850,14,0,0,40,253
36,25,32958,2361,1597,1341,1274,850,521,0,0,40,253
25,25,254746,668,807,31,484,850,521,0,0,40,253
52,25,158746,820,381,340,837,850,14,0,0,40,253
35,575,140854,820,807,734,862,850,14,0,0,40,253
41,25,51506,820,807,445,862,850,14,0,0,40,253
45,25,189564,668,807,636,484,850,521,0,0,42,253
37,625,325538,702,807,31,862,850,14,0,0,40,2334
58,25,213975,1135,1032,31,508,850,521,0,0,40,253
67,575,431426,820,807,1341,484,850,521,0,0,2,253
48,25,199763,820,807,31,484,850,521,0,0,8,253
63,25,161563,820,807,734,862,850,14,0,0,48,253
24,1539,252024,2361,807,632,862,850,14,0,0,72,253
43,25,43945,2361,807,734,862,850,14,0,0,40,253
36,25,178487,820,1932,1239,846,850,14,0,0,60,253
32,25,604506,820,807,1239,846,850,14,0,0,72,1565
36,25,228157,2361,381,734,508,338,14,0,0,40,1034
43,25,199191,2361,381,1341,508,850,521,0,0,50,253
27,25,189775,820,381,1341,508,1381,521,0,0,40,253
17,25,171080,2324,381,340,846,850,14,0,0,12,253
45,25,117310,668,1932,636,508,850,521,0,0,46,253
41,634,82049,820,807,734,862,850,14,0,0,40,253
41,575,126094,820,807,445,862,850,14,0,0,38,253
18,597,202516,820,381,63,846,850,521,0,0,35,253
48,1539,246392,1915,1597,1341,508,1381,521,0,0,40,253
51,597,69328,1135,807,63,862,850,14,0,0,50,253
26,25,292803,2361,381,340,846,850,521,0,0,24,253
54,25,286989,1208,807,428,862,850,14,0,0,60,253
22,25,190483,2361,1932,636,846,850,521,0,0,48,1348
19,25,235849,820,381,1239,846,850,14,0,0,35,253
47,25,359766,1150,1932,769,1274,1381,14,0,0,40,253
32,25,128016,820,190,340,837,850,521,0,0,20,253
46,25,360096,668,807,445,862,850,14,15024,0,60,253
30,25,170154,668,381,80,508,850,521,0,0,40,253
35,25,337286,702,381,445,508,338,14,0,0,40,253
52,25,204322,1135,807,80,862,850,14,5013,0,40,253
73,575,143833,735,807,428,862,850,14,0,0,18,253
17,25,365613,543,381,340,846,850,14,0,0,10,1454
32,25,100135,668,1597,31,837,850,521,0,0,32,253
43,1539,180096,702,807,31,862,850,14,0,0,40,253
19,597,371827,820,381,63,846,850,14,0,0,40,1246
26,25,61270,820,381,393,837,1582,521,0,0,40,2126
41,625,564135,702,807,445,862,850,14,0,0,40,253
49,25,198759,1915,807,636,862,850,14,15024,0,60,253
52,434,303462,2361,1597,632,837,850,14,0,0,40,253
35,25,193106,820,1597,1341,837,850,521,0,0,32,253
57,25,250201,2324,807,340,862,850,14,0,0,52,253
35,25,200426,1135,190,31,837,850,521,0,0,44,253
33,25,222654,668,381,31,508,850,14,0,0,40,253
56,25,53366,1150,1932,1239,837,850,14,0,0,40,253
42,25,132222,668,381,636,846,850,14,0,0,60,253
17,25,100828,2361,381,1341,846,850,14,0,0,20,253
49,25,31264,820,1932,1341,508,850,521,0,0,35,253
39,25,202027,894,807,31,862,850,14,0,0,45,253
34,575,168906,2361,1932,1341,837,850,521,0,0,50,253
37,575,255454,2361,381,31,508,1381,14,0,0,40,253
22,25,245524,735,381,340,508,850,14,0,0,35,253
27,25,386040,1135,807,734,862,850,14,0,0,40,1565
21,25,35424,2361,381,636,846,850,521,0,0,25,253
59,597,93655,2361,807,63,862,850,14,0,0,40,253
44,25,152629,668,807,1341,862,850,14,3103,0,40,253
53,575,151159,543,190,1239,508,850,14,0,0,99,253
26,25,410240,2324,381,734,508,850,14,0,0,40,253
48,25,138970,668,807,445,862,850,14,0,0,45,253
39,25,269722,668,807,445,862,850,14,0,0,70,253
34,25,223678,820,381,340,837,653,521,0,0,32,253
54,434,197184,668,807,445,862,850,14,0,0,38,253
36,25,143486,820,807,1239,862,850,14,7298,0,50,253
60,25,160625,820,807,31,862,850,14,5013,0,40,253
50,25,140516,820,807,632,862,850,14,0,0,40,253
48,1539,85341,668,807,31,862,850,14,0,0,45,253
35,25,108293,2361,381,1341,846,850,521,0,2205,40,253
40,575,192507,1915,1932,31,508,850,521,0,0,50,253
30,25,186932,668,807,445,862,850,14,0,0,70,253
65,575,223580,2361,807,393,862,850,14,6514,0,40,253
31,25,236861,820,807,734,862,850,14,0,0,60,253
46,1539,327886,1915,807,1341,862,850,14,0,0,40,253
67,597,407618,539,1932,63,508,850,521,2050,0,40,253
62,634,197060,1135,807,445,862,850,14,0,0,50,253
38,25,229180,668,381,445,837,850,521,0,0,40,152
24,25,284317,668,381,340,846,850,521,0,0,30,253
24,25,73514,2361,381,636,508,338,521,0,0,50,427
27,25,47907,668,381,31,508,850,521,0,0,48,253
43,434,134782,1915,190,340,837,850,521,0,0,30,253
48,25,118831,820,1932,769,837,338,521,0,0,40,806
41,25,299505,820,1597,734,508,1381,14,0,0,40,253
30,25,267161,2361,807,80,484,1381,521,0,0,45,253
38,25,119177,668,807,636,862,850,14,0,0,40,253
45,25,327886,894,381,31,508,850,14,0,0,40,253
45,25,187730,668,381,31,846,850,14,0,0,40,253
55,25,109015,2361,1932,1341,508,850,521,0,0,38,253
46,575,110015,1150,807,445,862,850,14,0,0,75,190
24,25,104146,668,381,31,846,338,14,0,0,40,253
31,1539,50442,2361,381,1341,846,653,521,0,0,25,253
35,25,57640,820,807,734,862,850,14,0,0,35,253
37,1539,333664,2361,1597,1341,508,850,521,0,0,40,253
29,25,224858,2361,807,31,862,850,14,0,0,45,253
56,25,290641,668,807,445,862,850,14,0,0,50,253
60,597,191118,820,807,63,862,850,14,0,1848,40,253
25,25,34402,668,381,445,508,850,14,0,1590,60,253
33,25,245378,543,807,393,862,850,14,0,0,40,253
44,25,179136,820,381,636,508,850,521,0,0,40,253
21,25,116788,820,381,734,846,850,14,0,0,40,253
21,25,129699,820,381,1341,508,850,14,0,0,40,253
46,625,39606,702,807,445,862,850,14,0,0,40,807
44,634,95150,2361,807,445,862,850,14,0,0,50,253
63,25,102479,668,1932,445,508,850,521,0,0,40,253
44,25,199191,820,807,1341,484,850,521,0,0,30,253
31,25,229636,2361,807,734,862,850,14,0,0,45,1565
26,25,53833,2361,807,445,862,850,14,0,0,42,253
37,634,27997,820,381,1239,508,850,14,0,0,50,253
60,597,124487,2361,1932,63,508,850,521,0,0,40,253
33,25,111363,668,807,734,862,850,14,0,0,45,253
38,25,107630,668,807,445,862,850,14,0,0,40,253
26,25,134287,1135,381,636,846,850,521,0,0,35,253
46,634,283004,1135,1932,445,837,338,521,0,0,63,935
24,25,33616,820,381,340,837,850,521,0,0,35,253
47,1539,121124,702,807,31,862,850,14,0,0,35,253
27,25,188189,2361,381,80,508,850,521,0,0,30,253
46,25,106255,2361,807,734,862,850,14,0,0,40,253
47,625,282830,1915,807,1341,862,1381,14,0,0,40,253
47,25,243904,820,1932,1341,837,850,14,0,0,40,71
69,25,165017,820,1032,393,837,850,14,2538,0,40,253
32,25,131584,820,807,636,862,850,14,7298,0,40,253
51,25,427781,820,807,1239,862,1381,14,0,0,40,253
36,25,334291,820,807,636,862,850,14,0,0,40,253
50,1539,173224,702,807,31,484,850,521,0,0,40,253
29,25,87507,19,807,31,862,338,14,0,0,60,1096
32,25,187560,894,807,31,862,850,14,3908,0,40,253
27,25,204497,543,1932,1239,508,653,14,0,0,75,253
60,25,230545,1150,1932,1341,508,850,521,0,0,35,152
31,25,118161,820,807,340,862,850,14,0,0,40,253
46,25,150499,1915,807,734,862,850,14,0,0,40,253
40,1539,96554,820,381,1341,846,850,521,0,0,40,253
39,25,288551,2361,807,734,862,1381,14,0,0,52,253
69,575,104003,1150,807,636,862,850,14,0,0,55,253
54,634,124963,668,807,445,862,850,14,0,0,40,253
56,25,198388,820,1932,1341,508,850,521,0,0,40,253
47,625,126204,2361,1932,1341,508,850,521,0,0,40,253
25,25,91709,1915,381,80,508,850,521,0,0,45,253
34,575,152109,820,807,1239,862,850,14,0,0,60,253
24,575,191954,1150,381,428,846,850,14,0,0,50,253
63,25,108097,2361,807,734,862,850,14,10566,0,45,253
29,1539,289991,702,807,31,862,850,14,0,0,50,253
64,25,92115,2361,807,1341,862,850,14,0,0,40,253
44,25,320277,668,381,31,508,850,14,0,0,40,253
26,25,33610,820,381,734,1274,850,14,0,0,60,253
36,25,168276,543,1932,340,508,850,521,0,0,40,253
55,434,175127,668,807,1341,862,850,14,7688,0,38,253
37,25,254973,820,807,769,484,850,521,0,0,40,253
37,25,95336,543,381,393,508,850,14,0,0,65,253
63,25,346975,668,807,31,484,850,521,7688,0,36,253
33,25,227282,820,807,1239,862,850,14,0,0,60,253
19,25,138153,2361,381,1341,846,850,521,0,0,10,253
57,1539,174132,702,807,31,484,1381,521,0,1977,40,253
31,25,182237,1915,807,636,862,850,14,4386,0,45,253
20,597,111252,2361,381,63,846,850,521,0,0,30,253
58,1539,217775,820,807,445,862,850,14,7298,0,40,253
20,597,168863,2361,381,63,846,850,521,0,0,20,253
25,25,394503,2361,807,636,862,850,14,0,0,40,253
40,25,141657,820,1932,1341,837,850,521,0,0,40,253
18,25,125441,2324,381,340,846,850,14,1055,0,20,253
26,25,172230,820,381,1341,508,850,14,0,0,40,253
29,25,282944,19,807,31,862,850,14,0,0,50,253
45,1539,55377,668,807,31,862,1381,14,0,0,40,253
35,434,49352,2361,381,1341,846,850,521,0,0,38,253
32,25,213887,2361,1932,393,837,850,14,0,0,45,253
61,575,24046,820,1032,340,1274,850,521,0,0,40,253
26,434,208122,668,381,31,508,850,14,0,0,15,253
56,25,176118,820,807,734,862,850,14,3103,0,40,253
22,25,227994,2361,190,1341,846,338,521,0,0,39,253
49,25,215389,668,807,393,862,1381,14,0,0,48,253
40,25,99434,820,807,340,484,850,521,0,0,12,253
37,25,190964,820,1597,445,846,850,14,0,0,40,253
23,597,113700,668,381,63,846,850,14,0,0,50,253
28,25,259840,668,807,636,862,850,14,0,0,60,253
27,25,168827,820,807,393,862,850,14,0,0,40,253
34,634,28984,1135,1932,636,837,850,521,0,0,40,253
49,25,182211,539,807,769,862,850,14,0,0,45,253
41,25,82393,2361,381,734,846,338,14,0,0,40,253
28,25,183639,668,381,1341,508,850,14,0,0,21,253
38,25,342448,2361,807,445,862,850,14,0,0,55,253
47,434,469907,1915,807,632,862,850,14,0,1740,40,253
28,1539,211920,820,807,632,862,850,14,0,0,40,253
44,434,33658,702,807,31,862,850,14,7688,0,50,253
41,625,34178,668,1932,31,508,850,14,0,0,40,253
50,25,400630,894,807,31,862,850,14,0,0,36,253
73,575,161251,820,1032,734,508,850,14,0,0,24,253
21,25,255685,2361,381,340,846,1381,14,0,0,40,1764
38,25,199256,820,1932,1341,837,850,521,0,0,40,253
64,597,143716,702,807,63,862,850,14,0,0,2,253
47,25,221666,2361,1932,80,837,850,521,0,0,40,253
52,25,145409,2361,807,1239,862,850,14,15024,0,60,1454
24,25,39615,668,381,636,508,850,14,0,0,45,253
44,25,104440,668,807,445,862,850,14,0,0,40,253
27,25,151382,1150,1932,393,837,850,14,0,974,40,253
61,575,503675,2361,807,636,862,1381,14,0,0,60,253
58,25,306233,668,807,636,862,850,14,15024,0,40,253
51,25,216475,668,381,636,508,850,521,0,1564,43,253
49,25,50748,2361,1932,636,837,850,521,0,0,55,807
23,25,107190,2361,381,1341,846,1381,14,0,0,20,253
19,25,206874,1135,381,1341,846,1381,521,0,0,40,253
21,25,83141,820,381,428,508,850,14,0,0,53,253
56,25,444089,2324,1932,636,508,850,521,0,0,40,253
35,25,141896,735,807,734,862,850,14,0,0,40,253
37,625,33487,2361,1932,80,837,653,521,0,0,20,253
41,25,65372,19,1932,636,837,850,521,0,0,50,253
30,25,341346,2324,807,636,862,850,14,0,0,40,253
35,25,343403,19,807,80,484,850,521,0,0,20,2334
47,25,287480,2361,807,734,862,850,14,0,0,40,253
59,634,107287,543,1032,445,837,850,521,0,2559,50,253
55,25,199067,2324,807,393,862,850,14,0,0,32,253
22,597,182771,1135,381,63,846,338,14,0,0,20,253
31,25,159737,543,381,1341,837,1381,521,0,0,40,253
30,25,110643,702,807,1341,862,850,14,4386,0,40,253
24,25,117583,668,381,445,846,850,14,0,0,48,253
49,575,43479,2361,807,734,862,850,14,0,0,40,253
23,25,203003,1150,381,734,508,850,14,0,0,25,599
50,25,133963,820,1932,1341,837,850,521,0,0,35,253
38,25,227794,668,381,1341,508,1381,14,0,0,40,253
20,575,112137,2361,381,31,1274,338,521,0,0,20,806
49,575,110457,2361,807,734,862,850,14,0,0,50,253
45,25,281565,820,1032,340,1274,338,521,0,0,50,806
46,625,297906,668,807,31,862,338,14,0,0,50,253
19,25,151506,820,381,340,846,850,521,0,0,30,253
31,625,139455,668,381,445,846,850,521,0,0,40,152
38,25,26987,820,1932,340,837,850,521,0,0,40,253
56,575,233312,702,807,734,862,850,14,0,0,50,253
24,25,161092,668,381,445,846,850,14,0,0,40,253
58,1539,98361,820,807,445,862,850,14,0,0,50,253
28,25,188928,820,807,340,862,850,14,0,0,40,253
22,25,164922,820,807,340,862,850,14,0,0,40,253
46,25,185673,820,1932,1239,508,850,14,0,0,40,253
30,25,193598,1208,381,428,508,850,14,0,0,40,1565
56,25,274111,668,807,1341,862,850,14,0,0,45,253
32,25,245482,820,807,393,862,338,14,0,0,40,2334
56,25,160932,820,807,1239,862,850,14,0,0,44,253
50,25,44368,2361,807,445,862,850,14,0,0,40,253
28,597,291374,820,1597,63,837,1381,521,0,0,30,253
30,25,280927,668,381,1341,508,850,521,0,0,40,253
24,25,222993,820,381,393,846,850,14,0,0,40,253
42,625,25240,1135,1932,31,837,653,521,0,0,40,253
31,575,204052,820,807,734,862,850,14,0,0,40,253
18,25,74054,2324,381,636,846,1582,521,0,0,20,2334
46,25,169042,543,381,340,508,850,521,0,0,25,2153
31,25,104509,668,381,636,508,850,521,0,0,65,253
38,1539,185394,668,807,31,484,850,521,7688,0,40,253
44,1539,254146,702,807,31,862,850,14,0,0,40,253
55,634,227856,668,807,445,862,850,14,0,2415,50,253
19,25,183041,820,381,340,846,850,14,0,0,20,253
45,25,107682,702,1932,445,508,850,521,0,0,40,253
50,634,287598,2361,807,734,862,850,14,0,0,70,253
53,25,182186,539,807,340,862,850,14,0,0,40,173
41,634,194636,668,807,636,862,850,14,99999,0,65,253
45,25,112305,2361,1932,340,837,1381,521,0,0,40,253
21,25,212661,543,381,1341,508,850,521,0,0,39,253
37,25,32709,668,807,80,484,850,521,0,0,40,253
42,625,46366,820,1597,1341,837,1381,521,0,0,40,253
37,575,24106,820,807,80,862,850,14,0,0,30,253
46,25,170850,668,1932,393,508,850,14,0,1590,40,2334
45,575,40666,1135,807,428,862,850,14,0,0,60,253
32,25,182975,2361,381,80,508,850,521,0,0,20,253
30,25,345122,894,807,31,862,850,14,0,0,50,253
57,597,208311,668,807,63,862,850,14,0,0,80,253
37,25,120045,820,1932,393,508,850,521,0,0,56,253
18,597,201299,2361,381,63,846,850,521,0,0,40,253
32,25,152940,2361,807,636,862,850,14,0,0,40,253
43,25,243580,668,807,31,862,850,14,0,0,40,253
46,25,182128,702,1932,31,837,850,521,6497,0,50,253
36,597,176458,820,1932,63,837,850,521,0,0,28,253
33,25,101562,702,381,445,508,850,521,0,0,40,253
48,25,108699,820,381,1341,508,850,521,0,0,40,253
34,25,175878,820,807,636,862,850,521,0,0,40,253
34,1539,177675,2361,381,632,508,850,14,0,0,50,253
33,25,213887,820,1932,428,508,850,14,0,0,40,253
36,25,357619,668,807,445,484,850,521,0,0,60,599
23,25,435835,820,381,636,508,850,14,0,1669,55,253
39,25,165799,820,807,445,862,850,14,0,0,40,253
22,25,71469,1915,381,636,846,850,521,0,0,25,253
19,25,229745,820,381,428,846,850,14,0,0,20,253
47,25,284916,820,807,636,862,850,14,7298,0,45,253
46,25,28419,1135,381,1239,508,850,14,0,0,50,253
47,25,26950,702,1932,636,508,850,521,0,0,6,253
47,575,107231,19,807,31,862,850,14,0,0,35,253
52,1539,512103,2361,1932,1239,508,850,521,0,0,40,253
38,575,245090,539,807,734,862,850,14,0,0,40,1565
58,25,314153,820,807,636,862,850,14,0,0,40,253
32,25,243988,534,807,340,862,850,14,0,0,40,1565
54,575,82551,1135,807,80,1274,850,521,0,0,10,253
20,25,42706,2361,381,1341,508,850,14,0,0,25,253
25,25,235795,1915,381,636,508,850,14,0,0,48,253
25,575,108001,539,381,734,508,850,14,0,0,15,253
36,434,112497,668,1932,31,508,850,14,0,1876,44,253
69,575,128206,820,807,80,862,850,14,0,0,30,253
28,25,224634,668,807,31,484,850,521,0,0,45,253
20,25,362999,2361,381,1341,846,850,521,0,0,20,253
21,25,346693,1150,381,428,837,850,14,0,0,40,253
37,25,175759,668,807,80,862,850,14,0,0,40,253
21,25,99199,820,381,393,846,850,14,0,0,32,253
25,597,219987,1915,807,63,862,850,14,0,0,13,253
39,25,143445,820,807,340,1274,1381,521,0,0,40,253
34,25,118710,1135,807,340,862,850,14,0,0,40,253
33,1539,224185,820,807,734,862,850,14,0,0,40,253
