Id,CreationDate,PostId,RelatedPostId,LinkTypeId
1502267,52686853,24878,6920,1
1502268,52686853,24878,23481,1
1502309,52688665,24894,24772,1
1502570,52700061,24906,213,1
1503531,52760193,24942,24752,1
1503684,52763320,24752,24942,1
1503696,52764045,24948,1149,1
1504110,52778617,24964,3352,1
1504111,52778617,24964,24537,1
1504445,52794782,24978,24605,1
1504446,52794782,24978,7925,1
1504475,52795428,24605,24978,1
1505023,52832884,24776,24521,1
1505157,52838191,24972,9334,1
1505763,52863129,25037,6652,1
1506527,52914850,24776,25055,1
1507211,52941431,25078,21343,1
1507558,52955533,25086,24588,1
1507736,52961298,25109,3921,1
1507762,52961565,11135,1963,1
1507774,52962708,6,1521,1
1507855,52971421,507,4258,1
1508043,52979869,25121,13597,1
1508157,52991672,25113,24441,1
1508490,53013404,25134,15104,1
1508491,53013404,25134,15713,1
1508668,53021736,25151,9664,1
1508677,53022894,24962,24720,1
1508678,53022894,24962,20836,1
1509084,53041684,25170,4220,1
1509085,53041684,25170,14483,1
1509089,53041995,25024,24962,1
1509168,53052862,25179,3984,1
1509523,53081943,25182,25094,1
1509560,53082396,25189,25181,1
1510099,53121495,25190,4298,1
1510846,53172826,22462,25222,1
1511218,53191489,25232,3466,1
1511219,53191489,25232,15104,1
1511220,53191489,25232,15713,1
1513145,53281367,25298,15872,1
1513300,53285088,25305,2306,1
1513326,53285131,25289,4700,1
1514122,53307483,25327,25306,1
1514264,53319827,25333,25322,1
1515191,53362043,25358,9220,1
1516478,53426765,25343,20757,1
1516635,53439573,14095,2504,1
1517079,53459016,25286,18469,1
1517122,53461980,25440,6728,1
1517436,53478388,23785,562,1
1518166,53532252,25440,4987,1
1518223,53535158,25482,20534,1
1518421,53543979,25490,3653,1
1518579,53549981,25483,5680,1
1518877,53566468,25506,6538,1
1518891,53567591,25511,14004,1
1519264,53591436,25529,25377,1
1519693,53611241,25539,3787,1
1520036,53630906,25558,25367,1
1520295,53643647,25568,2492,1
1520331,53644835,25483,6350,1
1520697,53667421,25409,2151,1
1520877,53688155,25594,24819,1
1521287,53715631,25568,25604,1
1521807,53741612,24604,25528,1
1521808,53741992,18002,25389,1
1521925,53759301,25632,1668,1
1521956,53761176,25632,421,1
1521998,53768826,25615,24662,1
1521999,53769053,13264,25565,1
1522267,53792055,25651,25605,1
1522989,53840820,25671,24911,1
1523010,53845160,24398,20514,1
1523328,53871169,25689,1405,1
1523608,53882633,25700,2492,1
1523792,53886254,25690,1610,1
1523884,53886916,25464,25521,1
1524168,53896663,25708,25671,1
1524950,53940071,25738,24911,1
1525047,53947838,25209,10856,1
1525158,53957629,23974,25738,1
1525192,53961475,25495,20834,1
1525193,53961475,25495,22731,1
1525194,53961475,25495,25109,1
1525403,53969552,25780,18375,1
1526477,54025408,25825,10856,1
1527005,54050610,25713,11659,1
1527006,54050610,25713,6538,1
1527173,54056893,25850,12810,1
1527199,54056916,25846,25776,1
1527478,54066006,25854,25211,1
1528349,54116841,25903,1595,1
1528350,54116841,25903,3392,1
1528351,54116841,25903,25632,1
1528671,54133937,4551,423,1
1528881,54147158,25894,20439,1
1530128,54229317,25986,14426,1
1530163,54230388,25937,18112,1
1530615,54257891,25981,10382,1
1531070,54304372,26014,18745,1
1532040,54361954,25992,2272,1
1532566,54404161,25632,614,1
1532793,54416929,26014,24077,1
1532997,54422617,26088,11210,1
1533202,54434392,26095,24853,1
1533512,54453760,13984,13950,1
1533531,54456285,26081,25972,1
1534210,54500614,26133,19321,1
1534211,54500614,26133,23704,1
1534634,54521204,26147,11421,1
1534725,54527632,25946,25632,1
1534861,54542980,26141,26145,1
1534964,54547993,26044,11142,1
1534965,54547993,26044,20040,1
1534966,54547993,26044,18973,1
1535223,54561620,26167,4854,1
1535224,54561714,26178,4832,1
1535450,54568152,26189,26060,1
1535483,54569090,26176,7357,1
1535841,54577131,26170,25561,1
1535863,54580827,26178,18119,1
1536116,54591248,26220,6350,1
1536320,54598940,26234,21257,1
1536744,54627297,26244,12164,1
1536955,54634772,26218,26041,1
1537123,54643016,26252,26054,1
1537244,54648846,26259,13687,1
1537254,54649661,26257,21214,1
1537833,54669614,26294,25946,1
1537867,54669780,25946,26294,1
1537884,54671827,26237,20945,1
1538361,54694109,26293,25387,1
1538698,54715102,26339,26329,1
1538724,54715150,26329,26339,1
1538859,54720240,26345,26060,1
1538919,54720966,26345,15347,1
1539146,54739637,26294,4023,1
1539244,54743810,26352,2691,1
1539271,54748199,26261,423,1
1539379,54753579,26323,25381,1
1539381,54754278,26360,19667,1
1539542,54759848,25451,26110,1
1539543,54759895,26110,25451,1
1539631,54765201,26345,9240,1
1539774,54772987,26383,220,1
1540132,54799370,26390,1848,1
1540184,54802148,24960,26396,1
1541116,54850949,26430,13858,1
1541569,54876018,26417,10,1
1541570,54876018,26417,203,1
1541991,54908069,26436,7,1
1542239,54926559,26450,2356,1
1542548,54944195,26471,26465,1
1542591,54947294,26475,26431,1
1543050,54980543,26465,26471,1
1544672,55085597,26529,17724,1
1544700,55088183,26537,11602,1
1544802,55091106,26508,26352,1
1545072,55102284,26505,2067,1
1545073,55102284,26505,5135,1
1545076,55102540,26505,3466,1
1546319,55169887,26326,13984,1
1546402,55176461,26606,24257,1
1546526,55179172,26578,19538,1
1546619,55186661,26614,26329,1
1546620,55186661,26614,26339,1
1547983,55255444,26674,18887,1
1548390,55266994,25623,18576,1
1548815,55285259,26712,26585,1
1548841,55286605,26656,5235,1
1549317,55312266,26733,2492,1
1549518,55321840,26741,26247,1
1549605,55327776,26735,19591,1
1549610,55330216,1998,1149,1
1550011,55349805,26764,20416,1
1550012,55349805,26764,6353,1
1550013,55349805,26764,539,1
1550014,55349805,26764,2619,1
1550287,55359361,26769,13873,1
1550478,55364614,26660,125,1
1550646,55373994,26748,14140,1
1551059,55406113,6514,26402,1
1551342,55421101,26815,18621,1
1551642,55437496,26829,17215,1
1552433,55474740,26863,18621,1
1552900,55508863,26529,3466,1
1553948,55602951,26902,2828,1
1554246,55616607,26916,21875,1
1555561,55688181,26961,2611,1
1555762,55695144,26958,13382,1
1555881,55699593,26930,3559,1
1556105,55705863,26974,1324,1
1556215,55708686,26978,13314,1
1556216,55708686,26978,14585,1
1556470,55720857,20904,13784,1
1556471,55720857,20904,15526,1
1556519,55726275,26988,12174,1
1556986,55753113,26994,10719,1
1557128,55758226,26994,24705,1
1557602,55778747,27032,27030,1
1558277,55801500,27057,1667,1
1558546,55823139,27069,2492,1
1559082,55857133,27080,2038,1
1559083,55857133,27080,12869,1
1559453,55875093,27103,26914,1
1559898,55892258,27136,6619,1
1559960,55895345,27138,19567,1
1560093,55903233,27146,4551,1
1560285,55913202,27137,23617,1
1560286,55913202,27137,24061,1
1561306,55967017,27146,24562,1
1561512,55976242,27189,17800,1
1562186,56009868,27205,3730,1
1562187,56009883,27215,24222,1
1563452,56069891,27279,17438,1
1563622,56086008,27211,2628,1
1563680,56088606,27146,27254,1
1564313,56125970,18033,19590,1
1565654,56216583,27341,27146,1
1565808,56224821,27351,13478,1
1566249,56250271,27323,6252,1
1566258,56250983,14752,27033,1
1567168,56299227,27396,27248,1
1568198,56334484,27146,423,1
1568236,56336283,27429,25611,1
1568499,56349063,27428,3559,1
1569808,56410608,27465,26842,1
1569873,56415343,27492,27442,1
1570047,56422587,27502,15971,1
1570373,56446774,27506,24082,1
1570669,56457160,27511,26650,1
1570680,56458014,27500,27512,1
1570829,56466806,27508,21429,1
1570843,56468460,27553,421,1
1570844,56468460,27553,25632,1
1570845,56468460,27553,614,1
1570873,56468921,27553,10532,1
1571051,56475077,27558,5250,1
1571541,56498532,25221,16921,1
1572725,56559203,27626,27554,1
1572831,56561907,27554,6067,1
1572832,56561907,27554,11109,1
1573600,56581765,27703,27622,1
1573924,56603868,27724,11009,1
1574444,56637342,27730,26537,1
1574707,56648730,27730,11602,1
1575218,56666161,27721,20452,1
1575219,56666161,27721,22066,1
1575282,56667357,7542,1692,1
1575283,56667357,7542,8446,1
1575357,56670338,22489,2492,1
1575379,56671456,27786,10382,1
1575653,56687478,27813,27589,1
1576022,56716554,27830,22494,1
1576263,56732358,25668,20825,1
1576473,56742264,27826,16608,1
1576550,56747075,11609,373,1
1577581,56824873,27876,27786,1
1577903,56839774,26293,5056,1
1577937,56845265,27898,27908,1
1578063,56854661,27908,17800,1
1578483,56880965,27309,15979,1
1578927,56900295,27928,4517,1
1579401,56927216,27951,298,1
1579461,56928790,27976,26924,1
1580276,56984323,28012,23117,1
1580359,56986126,28003,24244,1
1580360,56986126,28003,6033,1
1580361,56986126,28003,12498,1
1580677,56998099,27976,11707,1
1580719,56999513,28035,22718,1
1580729,57000691,28027,16921,1
1580941,57005499,28029,27833,1
1580944,57005881,28045,26252,1
1580946,57005961,28045,26054,1
1581021,57012406,28011,21896,1
1581100,57015926,28006,27958,1
1581907,57064605,27942,9276,1
1582008,57070705,28006,17495,1
1582012,57070922,28099,16951,1
1582230,57075742,24755,26972,1
1582441,57085368,28115,12742,1
1582878,57107345,20514,9667,1
1582879,57107345,20514,6275,1
1582880,57107669,9667,20514,1
1582885,57107726,9667,24398,1
1582990,57109665,28139,7357,1
1582991,57109665,28139,26176,1
1583574,57144590,28167,17696,1
1583603,57144995,28168,27936,1
1583759,57151646,26635,27946,1
1583910,57159873,28180,1519,1
1584029,57164757,28183,18030,1
1584569,57192026,28199,16467,1
1584828,57204467,13193,26858,1
1584909,57209189,28242,28086,1
1584964,57210931,28183,6,1
1585150,57226886,27936,1519,1
1585181,57228275,28247,28199,1
1585506,57243203,28257,4220,1
1585569,57243669,28257,16717,1
1585698,57254126,28254,3559,1
1585699,57254126,28254,13314,1
1586094,57267891,28234,1818,1
1587105,57341747,28292,12232,1
1587261,57351667,27833,28029,1
1587587,57371806,28338,20534,1
1587595,57373243,28349,21164,1
1587649,57374461,28349,28199,1
1587677,57377384,28316,8844,1
1589143,57461910,28431,21809,1
1589331,57477332,28437,1576,1
1590448,57521877,28474,14500,1
1590449,57522063,28474,27257,1
1590696,57525335,28443,53,1
1590786,57530488,28492,10017,1
1591074,57549242,28486,5250,1
1591704,57589352,27882,19788,1
1592220,57611330,28537,7620,1
1592525,57630006,631,27976,1
1592526,57630006,631,11707,1
1592790,57641163,28574,20452,1
1592791,57641163,28574,22066,1
1592828,57642473,28574,24827,1
1592829,57642473,28574,28011,1
1592890,57644551,28581,15664,1
1593365,57671602,28587,4360,1
1593659,57677989,28406,14578,1
1593664,57678311,28512,8817,1
1593734,57679682,28608,26660,1
1593930,57685537,28605,21298,1
1594083,57691714,11233,28566,1
1594254,57699465,28633,9220,1
1594255,57699733,28601,2492,1
1594489,57709790,28637,27313,1
1594588,57726923,28649,16760,1
1595231,57766376,28664,5278,1
1595232,57766376,28664,2730,1
1595356,57770453,28671,27976,1
1595503,57775033,631,26450,1
1595504,57775306,28649,9751,1
1596121,57798342,28695,22902,1
1596422,57825921,28664,28161,1
1596581,57831438,28653,9003,1
1597108,57850593,28730,11009,1
1597109,57850879,28730,27724,1
1597110,57850879,28730,5450,1
1597214,57852669,28515,28656,1
1597357,57856836,28730,28474,1
1597533,57861767,28743,15070,1
1597632,57866333,28730,4901,1
1597633,57866333,28730,4964,1
1597897,57883103,28601,10095,1
1597898,57883103,28601,11141,1
1597899,57883103,28601,1266,1
1598912,57950448,28366,11009,1
1598949,57954978,28366,20836,1
1599203,57968696,28769,7308,1
1599920,58026958,28815,28787,1
1600395,58044310,28775,28737,1
1601472,58104684,28842,28474,1
1601785,58118344,28850,28873,1
1603485,58209302,28941,5015,1
1603486,58209302,28941,28730,1
1603862,58223042,28957,28688,1
1603863,58223194,28957,5135,1
1605099,58283174,28993,18603,1
1606752,58353593,29068,2717,1
1607168,58371423,29031,28942,1
1607205,58372826,16628,22718,1
1607278,58375243,29096,3463,1
1607323,58377646,29096,26842,1
1607371,58379667,26839,17167,1
1607612,58396616,29116,28431,1
1607660,58399637,29121,17537,1
1608162,58432094,27055,29133,1
1608185,58432800,29134,29133,1
1608619,58447077,29137,28996,1
1608695,58457439,27399,28658,1
1609342,58482938,29168,18797,1
1609343,58482938,29168,10433,1
1610052,58530434,29185,13314,1
1610054,58530844,29114,3685,1
1610055,58530844,29114,11691,1
1610120,58534292,29190,26624,1
1611073,58598776,28715,17495,1
1611267,58612648,29238,28338,1
1611376,58617516,29243,29220,1
1611512,58627421,29253,11887,1
1611538,58627999,29176,12118,1
1613853,58740399,29281,29052,1
1613913,58743520,29268,8844,1
1614084,58754392,29292,23210,1
1614182,58761476,29332,1815,1
1614213,58763086,29354,27212,1
1614405,58773826,29361,14905,1
1614604,58781391,29367,14226,1
1614806,58795340,29380,29356,1
1614974,58801719,29356,17537,1
1615046,58802639,29386,114,1
1615732,58820052,29415,25827,1
1615845,58824924,29429,29038,1
1616464,58855709,29449,11050,1
1616894,58883301,29456,8242,1
1617154,58895174,29121,25470,1
1617411,58906449,29437,6021,1
1617791,58927698,29520,5450,1
1617834,58929195,29446,18004,1
1619051,58991125,29585,4211,1
1620088,59047539,29459,27873,1
1620165,59055315,23025,23417,1
1620190,59057474,29596,23417,1
1620248,59060511,29590,27748,1
1620386,59068099,29636,29563,1
1620622,59074207,29646,22,1
1620648,59074451,29646,27589,1
1620758,59077994,29637,16665,1
1620776,59079606,29617,26556,1
1620777,59079690,26556,29617,1
1621907,59167003,24689,16390,1
1622251,59193434,29673,29612,1
1622435,59204240,29713,18058,1
1622436,59204240,29713,15102,1
1622636,59223892,29713,18082,1
1622787,59232261,29731,12053,1
1622788,59232261,29731,29709,1
1622789,59232261,29731,22468,1
1622790,59232261,29731,12945,1
1622791,59232261,29731,29636,1
1623008,59249087,27698,29617,1
1623077,59251056,29731,2492,1
1623154,59258441,29731,22957,1
1623199,59259600,29731,29563,1
1623637,59300713,29758,29542,1
1624005,59316568,29759,13494,1
1624077,59322148,13347,13307,1
1624200,59329093,28511,2957,1
1624201,59329093,28511,13494,1
1624276,59331546,29781,13267,1
1624469,59340818,29786,19532,1
1624470,59340818,29786,1459,1
1624471,59340818,29786,8738,1
1624512,59343539,29786,9931,1
1624982,59373932,29811,21530,1
1625125,59384858,29760,28852,1
1625133,59385548,29760,20802,1
1625175,59386690,29815,29611,1
1625341,59396435,29781,19216,1
1625346,59396746,29646,29682,1
1625797,59414699,29835,22,1
1625798,59414699,29835,20558,1
1626180,59433702,29851,20836,1
1626326,59442496,29860,7882,1
1626529,59458664,29869,4364,1
1626629,59469876,29757,12386,1
1627092,59492327,29890,7200,1
1627093,59492327,29890,9501,1
1627094,59492327,29890,4220,1
1627104,59492568,29828,26413,1
1627195,59495899,29902,7004,1
1627250,59496588,29905,7004,1
1627277,59496766,29902,29905,1
1627279,59496782,29905,29902,1
1627315,59497163,29906,22945,1
1627637,59509715,29912,29882,1
1628166,59551718,29944,18819,1
1628384,59562151,29957,3734,1
1629123,59589261,29957,726,1
1629223,59590675,29990,175,1
1629400,59599469,27625,19761,1
1629424,59600781,29907,7959,1
1629429,59600792,29995,24047,1
1629457,59601185,30013,29906,1
1629636,59605212,29984,18905,1
1629674,59607896,29889,29962,1
1629675,59607926,29962,29889,1
1629971,59623249,28845,16665,1
1630021,59625812,30041,22718,1
1630119,59630008,29853,3734,1
1630286,59641907,30033,29876,1
1630736,59666992,29957,4364,1
1630798,59668529,30059,2715,1
1630936,59673735,30072,13054,1
1631160,59683086,30082,12645,1
1631161,59683086,30082,17633,1
1631162,59683086,30082,19173,1
1631163,59683086,30082,10450,1
1631286,59695261,23963,20613,1
1631717,59734093,30119,22804,1
1631718,59734093,30119,5457,1
1631753,59735573,30126,29158,1
1631957,59748505,30129,7815,1
1631958,59748505,30129,6,1
1632085,59758945,30129,25713,1
1632086,59758945,30129,6538,1
1632103,59759580,30129,27495,1
1632246,59776257,30156,12842,1
1632274,59779982,30156,29713,1
1632415,59788945,30159,25890,1
1633136,59841722,30156,30159,1
1633213,59848130,30170,28730,1
1633214,59848130,30170,5015,1
1633346,59856989,30190,13784,1
1634201,59910777,30196,13086,1
1634435,59919407,30236,6022,1
1635459,59950786,30270,29190,1
1635473,59951864,30169,30275,1
1635801,59970246,16985,23142,1
1635802,59970246,16985,26300,1
1635803,59970246,16985,23617,1
1635807,59971394,30282,3734,1
1635880,59975554,18379,11707,1
1635909,59976422,30277,30043,1
1636028,59990401,30294,29486,1
1636203,60001439,30303,30294,1
1636433,60011531,30309,26916,1
1636434,60011684,30309,19576,1
1636591,60017920,30309,29713,1
1636706,60021630,30319,1447,1
1636744,60023350,30319,6795,1
1637672,60083167,30359,30343,1
1638140,60097329,30369,6493,1
1638141,60097329,30369,23692,1
1638224,60099865,30363,14500,1
1638608,60112580,30388,6127,1
1638836,60122225,30279,30411,1
1638976,60129327,30418,6187,1
1639345,60153628,30428,1815,1
1639439,60162058,30415,6989,1
1639510,60165991,30432,1850,1
1639715,60181266,30441,8774,1
1639716,60181266,30441,9062,1
1640034,60189698,30460,30448,1
1640257,60198551,30460,29986,1
1640266,60200168,30468,13690,1
1640446,60207192,30476,14558,1
1640654,60212842,30377,22184,1
1640655,60212842,30377,30369,1
1640725,60218296,30483,7774,1
1640726,60218296,30483,6762,1
1641603,60259238,30514,373,1
1641739,60265901,30525,15307,1
1641916,60271201,30528,29380,1
1641917,60271234,30528,7165,1
1641918,60271234,30528,421,1
1641919,60271234,30528,223,1
1642029,60276932,421,29380,1
1642035,60277253,30525,8135,1
1643194,60358806,12320,29905,1
1643722,60395780,30599,2628,1
1643723,60395780,30599,27211,1
1644075,60428659,30597,30236,1
1644076,60428699,30597,6022,1
1644327,60448608,22764,7977,1
1644532,60459602,30592,12128,1
1645234,60507821,30653,15011,1
1646071,60537902,28566,11233,1
1646410,60554828,30687,27288,1
1646411,60554828,30687,6851,1
1646419,60555624,30680,30075,1
1646646,60568992,30684,26020,1
1646809,60579589,30717,29713,1
1647562,60618728,30686,16390,1
1647643,60622752,30728,726,1
1647822,60630725,30728,26950,1
1648021,60641241,30757,22406,1
1648133,60646104,30771,30763,1
1648159,60646185,30763,30771,1
1648764,60681581,30708,30490,1
1649171,60704017,30771,30643,1
1649176,60704627,30801,27803,1
1650012,60745793,30835,726,1
1650332,60763398,30781,30838,1
1650526,60777721,30863,12251,1
1650554,60777991,30864,25007,1
1651735,60821271,30889,3947,1
1651755,60822919,30900,11209,1
1652056,60840333,30907,27033,1
1652057,60840333,30907,9833,1
1652553,60866890,30930,30835,1
1652683,60869116,30918,18789,1
1652844,60873269,26556,30877,1
1653186,60889560,30946,30607,1
1653228,60890790,30936,3024,1
1653229,60890790,30936,11182,1
1653750,60917101,23536,14059,1
1654590,60971055,30982,7977,1
1654680,60975041,30976,26994,1
1654708,60975126,26993,20836,1
1655151,61011624,31002,22212,1
1655152,61011624,31002,15287,1
1655989,61057591,31034,30842,1
1656274,61073174,31036,17706,1
1657447,61143698,31080,30970,1
1657753,61157422,31015,1807,1
1658547,61208633,31121,30720,1
1658791,61220363,31129,12681,1
1658924,61225831,31115,29364,1
1659918,61253438,31139,30615,1
1660671,61293174,31204,29690,1
1661749,61334257,31139,97,1
1662728,61398671,31284,14002,1
1663456,61424495,1386,305,1
1663623,61432451,26886,31177,1
1663721,61438275,31327,29176,1
1664023,61458123,27185,29781,1
1664120,61463710,31333,30743,1
1664522,61476738,27185,27724,1
1666131,61537852,31416,31366,1
1666482,61566648,31430,11009,1
1666546,61569712,31430,27724,1
1666949,61599153,31450,31442,1
1667261,61621263,31455,29981,1
1667265,61621390,31413,22572,1
1667318,61622859,31459,14697,1
1667545,61637238,31459,31366,1
1667729,61655866,31442,29981,1
1667880,61666937,31413,2492,1
1667927,61674067,31470,31275,1
1667967,61680493,29705,8021,1
1668117,61694820,31413,27553,1
1668207,61703346,31440,21896,1
1668972,61741227,31501,31352,1
1669213,61750859,31519,1807,1
1669275,61752490,31374,27313,1
1670602,61826837,31532,22842,1
1671001,61843385,31532,22184,1
1671024,61845915,31486,20553,1
1671270,61850848,31589,13314,1
1671411,61855835,31597,21809,1
1671460,61857148,31598,97,1
1672016,61887459,31605,25738,1
1672017,61887459,31605,2492,1
1672706,61927925,31605,298,1
1672803,61933338,31597,20523,1
1672814,61934528,31624,31190,1
1673431,61975378,31670,8300,1
1673489,61978596,31666,16121,1
1673522,61979845,31672,1444,1
1673525,61980804,31672,30728,1
1673725,61993035,31290,4298,1
1673729,61993233,31679,24681,1
1673791,61994557,31115,7774,1
1674387,62010846,31705,4551,1
1674526,62013440,31705,18896,1
1674527,62013440,31705,1194,1
1674795,62020529,31723,31690,1
1674823,62020834,31723,29731,1
1674824,62020834,31723,2492,1
1675028,62029563,31735,31597,1
1675672,62073529,31755,28671,1
1675673,62073529,31755,29190,1
1675961,62084428,31755,30141,1
1676550,62106320,31804,31771,1
1676621,62110684,31803,4040,1
1676622,62110785,31803,8225,1
1677150,62157351,31780,5774,1
1677400,62169135,31841,1580,1
1677419,62170146,31828,11800,1
1677441,62170706,31828,15776,1
1677477,62172277,31841,25605,1
1677664,62179637,31818,7357,1
1677935,62205295,2563,26833,1
1679144,62319165,31908,22569,1
1679499,62344186,30397,4700,1
1679555,62345921,31768,4997,1
1679556,62345921,31768,20441,1
1679557,62345921,31768,8557,1
1679586,62346219,30397,26485,1
1679962,62353167,19115,26833,1
1680077,62355725,27927,15565,1
1680078,62355725,27927,3810,1
1680079,62355725,27927,31292,1
1680096,62356497,26833,15979,1
1680130,62357807,31948,11372,1
1680131,62357807,31948,16331,1
1680201,62361489,31952,8251,1
1680383,62366699,31955,16390,1
1680572,62373088,31958,31690,1
1680786,62384482,2264,1848,1
1680787,62384482,2264,1822,1
1681181,62407169,31191,18873,1
1681509,62426061,32000,5450,1
1681563,62427844,32000,27724,1
1681564,62427844,32000,11009,1
1681650,62430766,31942,23399,1
1681840,62438390,32025,28671,1
1681851,62438871,2264,11609,1
1682174,62449618,32035,1174,1
1682362,62454084,32029,3200,1
1682363,62454084,32029,20836,1
1683193,62503036,32080,31679,1
1683264,62505063,31416,3479,1
1683766,62524222,32105,3730,1
1683804,62524517,32087,32094,1
1683831,62525755,32094,32087,1
1683899,62528094,32106,32025,1
1683998,62532020,32123,31984,1
1684025,62532072,32099,17173,1
1684091,62534992,32125,21152,1
1684338,62542452,32134,30643,1
1684394,62544081,32103,32133,1
1684832,62574420,32139,30691,1
1684882,62576346,27215,28199,1
1685004,62591320,32155,11602,1
1685328,62605808,31800,170,1
1685379,62608195,32174,2691,1
1685788,62621898,26194,16533,1
1685810,62624806,32186,32106,1
1685826,62625359,32186,26608,1
1686092,62632972,32198,32056,1
1686258,62639997,32206,32175,1
1686584,62659589,32213,27798,1
1687097,62683797,32208,3466,1
1687098,62683797,32208,21736,1
1687697,62705542,32248,2962,1
1688807,62777936,32285,24022,1
1688808,62777936,32285,20523,1
1689155,62797401,32294,32272,1
1689156,62799101,32295,8662,1
1689265,62812227,32307,17109,1
1689385,62821177,32309,30585,1
1689899,62857177,32323,31366,1
1689974,62861028,32314,8088,1
1690071,62864820,32318,31036,1
1690338,62882897,31629,4544,1
1690353,62883035,31037,26623,1
1690644,62896433,15505,631,1
1690661,62897961,32319,9590,1
1690931,62919859,32319,1576,1
1690965,62920454,32314,10020,1
1691245,62935945,32310,9315,1
1691404,62945273,32377,32223,1
1691725,62958294,32318,15505,1
1691797,62963619,15318,27061,1
1691823,62963829,27237,27061,1
1691897,62968446,32389,20435,1
1691937,62969334,32405,2492,1
1692145,62979833,32389,27927,1
1692154,62980887,32389,10,1
1692332,62986467,32419,20523,1
1692541,62994817,32419,7261,1
1692872,63013660,32425,28251,1
1693132,63034381,32456,3463,1
1693304,63038666,32463,29563,1
1693313,63038968,32464,22718,1
1693885,63054755,32486,32389,1
1694202,63067268,32501,32463,1
1694391,63073316,7948,26176,1
1694412,63073911,32506,8318,1
1694439,63074159,32506,12715,1
1695127,63116735,32506,18480,1
1695156,63117643,32520,32531,1
1695360,63121588,32527,27436,1
1695748,63131124,32564,32498,1
1695764,63132189,32539,5171,1
1695765,63132189,32539,9062,1
1695791,63132286,32389,539,1
1695972,63139986,32571,7948,1
1696155,63149174,32581,32575,1
1696189,63151101,32582,32498,1
1696190,63151101,32582,32564,1
1696346,63162498,32584,16390,1
1696825,63191318,32585,24365,1
1697597,63226026,32629,32471,1
1697674,63226978,32641,30565,1
1697959,63231794,32650,26994,1
1698291,63245878,32669,31948,1
1698327,63246629,32659,19576,1
1698560,63254829,32649,7948,1
1699141,63290157,32632,32471,1
1699202,63293844,32673,28671,1
1699247,63294760,32694,23881,1
1699501,63301863,32702,5450,1
1699665,63305508,32702,32653,1
1700141,63347582,32471,20295,1
1700142,63347582,32471,22566,1
1700651,63380224,32727,32285,1
1700783,63384143,32730,18937,1
1701125,63401054,32725,32696,1
1701638,63426906,32767,31830,1
1702327,63481862,32706,26454,1
1702571,63493326,32770,24418,1
1702572,63493326,32770,9918,1
1702661,63497594,32794,206,1
1702664,63497854,32795,20836,1
1702962,63521459,32419,16390,1
1703098,63529022,32808,16390,1
1703099,63529098,32808,32419,1
1703119,63529711,32810,3466,1
1703227,63532793,32808,17331,1
1703449,63542673,32815,21494,1
1703617,63549606,32821,2748,1
1703668,63550874,32742,10363,1
1704366,63565511,32848,20523,1
1704367,63565511,32848,32419,1
1704682,63578989,32852,30361,1
1704691,63580242,32863,23,1
1705006,63600210,32870,31598,1
1705007,63600210,32870,24077,1
1705627,63634371,32813,8974,1
1705727,63638625,32716,32528,1
1705728,63638625,32716,32852,1
1705729,63638625,32716,32742,1
1705846,63644118,8071,27127,1
1706239,63654681,32896,2125,1
1706272,63655884,32893,20836,1
1706273,63655884,32893,32795,1
1706316,63657721,32706,26020,1
1706396,63660657,32936,1447,1
1707435,63712665,32970,30141,1
1707438,63712943,32971,32893,1
1707621,63721678,25848,31177,1
1707798,63727676,32982,17371,1
1707889,63729270,32919,75,1
1707976,63730645,33013,1735,1
1708567,63749250,33029,24607,1
1708725,63753963,33038,32471,1
1709903,63805896,33043,19891,1
1709904,63805896,33043,22680,1
1709946,63808086,33056,32864,1
1710110,63811213,33058,33050,1
1710213,63815809,33059,11009,1
1710214,63815809,33059,27724,1
1710317,63819044,33091,22718,1
1710455,63821999,33101,6493,1
1710586,63823768,362,2492,1
1710613,63824530,33098,3466,1
1710917,63833561,33108,5015,1
1711188,63838328,33133,9561,1
1711406,63847119,33103,33142,1
1711494,63858112,33148,17119,1
1711495,63858112,33148,31150,1
1711578,63863112,33150,22718,1
1711579,63863745,33127,3685,1
1712252,63893149,33172,20523,1
1712266,63893663,33173,31755,1
1712267,63893663,33173,30141,1
1712396,63895867,33156,29731,1
1712475,63897049,31150,17119,1
1712476,63897203,33172,32419,1
1712562,63899188,33175,5750,1
1712563,63899188,33175,3200,1
1712696,63904528,33189,33038,1
1712772,63905784,33189,32471,1
1712826,63907861,33193,28730,1
1712846,63908118,33197,421,1
1712847,63908118,33197,20040,1
1714430,63985718,33249,22718,1
1714431,63985718,33249,20553,1
1714485,63985841,33249,33150,1
1714721,63994214,33259,138,1
1714734,63995183,33262,575,1
1715006,64007626,33231,5015,1
1715017,64008189,33259,15456,1
1716097,64073602,32706,29017,1
1716509,64098249,33311,33193,1
1716802,64122816,33284,32246,1
1717132,64140161,21541,32322,1
1717446,64159825,33336,20452,1
1717447,64159825,33336,22066,1
1717448,64159825,33336,24827,1
1717449,64159825,33336,28574,1
1717450,64159825,33336,33059,1
1717828,64174656,33354,30159,1
1717902,64176464,33354,4364,1
1717956,64178597,33359,414,1
1718505,64202744,33365,5747,1
1718510,64203106,33370,298,1
1719171,64234494,33377,1459,1
1719181,64235156,33382,32025,1
1719182,64235156,33382,28671,1
1719708,64255012,33359,6538,1
1720263,64284999,33448,8276,1
1720324,64285908,33450,33448,1
