Id,Reputation,CreationDate,Views,UpVotes,DownVotes
12690,112,63091439,12,5,0
12692,1,63113414,0,0,0
12693,1,63118429,0,0,0
12694,6,63120457,1,0,0
12695,21,63121358,0,0,0
12696,1,63121423,1,0,0
12697,90,63122571,2,7,0
12698,1,63126891,0,0,0
12699,101,63127877,0,0,0
12700,8,63132172,11,0,0
12701,31,63134656,8,0,0
12702,111,63137238,4,0,0
12703,11,63140495,0,0,0
12704,121,63142865,0,0,0
12705,16,63152930,3,0,0
12706,1,63161840,0,0,0
12707,131,63167945,8,0,0
12708,11,63168425,6,0,0
12709,16,63168566,2,0,0
12710,622,63175674,197,6,2
12711,38,63176640,10,4,0
12712,6,63182160,0,0,0
12713,1,63185545,3,0,0
12714,31,63192181,10,0,0
12715,41,63196934,3,2,0
12716,1,63200362,0,0,0
12718,101,63210913,0,0,0
12719,453,63212835,18,11,0
12720,16,63219335,4,0,0
12722,101,63222423,0,1,0
12726,1,63227708,9,0,0
12727,6,63228010,0,0,0
12728,21,63228606,4,0,0
12729,101,63231345,0,0,0
12730,11,63231769,8,0,0
12731,11,63234109,3,0,0
12733,82,63240588,27,2,0
12734,143,63241805,11,0,0
12736,26,63249165,2,1,0
12737,276,63264872,31,6,0
12738,131,63264978,5,0,0
12739,11,63265139,3,0,0
12740,101,63271147,0,2,0
12741,101,63276225,0,1,0
12742,101,63276332,2,0,0
12744,101,63289943,1,0,0
12745,27,63290225,9,0,0
12746,13,63291052,3,0,0
12747,101,63291300,0,1,0
12749,1,63294308,1,0,0
12750,101,63296453,37,1,0
12751,123,63298488,1,1,0
12752,387,63298659,21,26,4
12753,143,63302411,5,0,0
12754,51,63304249,16,0,0
12755,1,63306235,0,0,0
12756,31,63307902,1,0,0
12757,1,63318468,0,0,0
12758,106,63320748,2,3,0
12759,101,63327247,0,0,0
12761,6,63348762,0,0,0
12763,1,63356095,0,0,0
12764,101,63361556,0,0,0
12765,1,63372980,0,0,0
12766,1,63376262,1,0,0
12768,101,63378167,11,0,0
12769,16,63380189,10,0,0
12770,31,63386743,10,0,0
12771,21,63397437,1,1,0
12773,103,63402618,6,0,0
12775,101,63409087,0,0,0
12777,41,63419406,6,0,0
12780,1,63474681,1,0,0
12782,21,63482785,1,0,0
12783,18,63485458,0,0,0
12784,14,63485911,1,0,0
12785,16,63488228,1,0,0
12786,425,63489775,51,195,1
12788,1,63507285,3,0,0
12789,1,63509436,3,0,0
12790,1,63533239,0,0,0
12793,134,63538597,23,19,1
12794,121,63538815,4,2,0
12795,1,63539554,1,0,0
12796,33,63548021,7,0,0
12797,18,63551357,2,0,0
12798,28,63554183,0,0,0
12801,190,63560210,6,0,0
12802,6,63560298,5,0,0
12803,46,63560319,6,9,0
12804,11,63564176,0,0,0
12805,6,63564270,2,0,0
12806,13,63564546,0,0,0
12807,120,63569684,6,2,0
12808,101,63583747,4,78,0
12809,106,63586692,3,0,0
12810,13,63590976,1,0,0
12811,1,63594599,3,0,0
12812,141,63602142,2,0,0
12813,23,63613887,8,1,0
12814,162,63621144,9,15,0
12815,13,63627397,5,0,0
12816,31,63627615,2,0,0
12817,106,63632988,5,4,0
12818,7,63637524,0,0,0
12819,1,63637632,2,0,0
12820,210,63640623,2,2,1
12821,1,63642086,0,0,0
12823,101,63645196,1,0,0
12824,11,63646921,0,0,0
12825,1,63646968,0,0,0
12826,1,63648609,0,0,0
12827,116,63650302,4,0,0
12828,68,63651728,0,0,0
12829,1,63659327,1,0,0
12831,101,63667938,0,0,0
12832,101,63671676,0,1,0
12833,870,63676170,54,18,1
12834,6,63678447,1,0,0
12836,1,63692937,2,0,0
12837,26,63702433,2,0,0
12839,1,63723390,0,0,0
12840,11,63724124,1,0,0
12842,213,63726370,23,6,1
12843,16,63726839,2,0,0
12844,1,63730928,0,0,0
12847,6,63736316,0,0,0
12848,1,63738195,0,0,0
12850,1,63743580,0,0,0
12851,91,63744042,7,0,0
12853,117,63749407,12,1,0
12854,13,63751485,8,0,0
12856,140,63754881,6,8,0
12857,166,63758175,39,0,0
12858,155,63759286,16,3,0
12859,81,63759866,36,0,0
12860,21,63765641,4,0,0
12861,41,63766893,1,0,0
12863,1,63786274,0,0,0
12864,1,63788582,0,0,0
12865,261,63793092,37,24,1
12866,36,63797105,1,0,0
12868,128,63802365,4,3,0
12870,116,63812232,2,0,0
12871,41,63812901,7,0,0
12872,1,63813761,9,0,0
12873,36,63819204,2,0,0
12875,1,63820489,0,0,0
12876,101,63822373,0,1,0
12877,13,63822811,2,0,0
12878,101,63823131,0,2,0
12879,26,63823864,3,0,0
12880,6,63824540,0,0,0
12881,101,63824676,6,0,0
12883,113,63826017,5,3,0
12884,101,63829180,4,0,0
12885,128,63829616,4,1,0
12886,1,63832794,2,0,0
12887,16,63833933,1,0,0
12888,1,63835995,1,0,0
12889,3,63836118,2,0,0
12890,1,63836190,0,0,0
12891,65,63836235,8,10,0
12892,101,63836517,0,0,0
12893,101,63838388,2,0,0
12894,1,63845918,6,0,0
12895,1335,63852362,121,26,5
12896,1,63861399,4,0,0
12897,16,63864788,0,0,0
12898,75,63869555,15,4,0
12899,21,63870838,1,0,0
12900,21,63872406,1,0,0
12902,38,63883115,2,1,0
12903,1,63885971,0,0,0
12904,11,63892437,14,0,0
12905,36,63893849,0,0,0
12907,11,63896408,1,0,0
12908,1,63899878,1,0,0
12909,1,63902090,0,0,0
12910,1,63902845,17,0,0
12911,14,63907005,4,0,0
12912,18,63908108,2,1,0
12913,1,63911947,1,0,0
12914,101,63915107,0,0,0
12916,118,63916138,3,1,0
12917,101,63921045,1,0,0
12918,1,63921717,0,0,0
12921,101,63936833,2,3,0
12922,101,63938923,0,0,0
12923,415,63939969,55,6,0
12924,138,63952474,15,6,0
12925,6,63957473,2,0,0
12926,16,63960458,2,0,0
12927,11,63977782,0,0,0
12928,1,63981364,1,0,0
12929,1,63986438,0,0,0
12930,1,63991478,8,0,0
12931,6,63996420,5,0,0
12932,16,64000834,3,1,0
12934,1,64004334,4,0,0
12935,21,64008764,5,0,0
12936,101,64017855,0,0,0
12937,21,64021737,7,1,0
12938,11,64036776,1,0,0
12939,1,64042978,1,0,0
12940,101,64057666,0,0,0
12941,21,64068749,7,0,0
12942,106,64068754,4,1,0
12943,39,64072923,1,0,0
12944,101,64073311,2,1,0
12945,1,64082036,0,0,0
12946,113,64083151,3,0,0
12947,160,64083930,19,7,0
12948,141,64085247,15,3,0
12949,101,64091664,0,5,0
12950,1,64097926,0,0,0
12951,8,64103353,0,0,0
12952,1,64116539,2,0,0
12953,128,64117643,6,3,0
12954,101,64120937,0,0,0
12956,18,64129799,5,1,0
12957,101,64131851,0,0,0
12958,101,64142714,0,0,0
12959,101,64151054,1,0,0
12960,111,64152114,2,9,0
12961,101,64153652,0,0,0
12962,31,64158605,11,0,0
12963,11,64163754,1,0,0
12964,1,64164012,0,0,0
12966,1,64174343,0,0,0
12968,515,63710337,28,3,1
12969,11,64188556,0,0,0
12970,16,64189671,3,0,0
12971,11,64190440,3,0,0
12972,11,64191144,0,0,0
12973,101,64195858,0,1,0
12974,1,64200109,2,0,0
12975,11,64201077,1,0,0
12976,26,64214391,5,0,0
12977,13,64215119,4,0,0
12979,101,64224997,2,0,0
12980,1,64225519,2,0,0
12981,122,64226331,7,1,0
12982,11,64227844,0,0,0
12983,108,64230034,3,17,0
12985,1,64236662,0,0,0
12986,101,64236862,0,0,0
12987,6,64239867,2,0,0
12988,1,64240026,0,0,0
12989,126,64241419,1,4,0
12990,1,64244463,3,0,0
12991,8,64247598,11,0,0
12992,1,64249502,0,0,0
12993,16,64250163,21,0,0
12995,16,64257334,3,0,0
12996,1,64257352,0,0,0
12998,101,64263190,0,0,0
12999,6,64263592,2,0,0
13000,51,64265240,5,0,0
13001,1,64265724,0,0,0
13002,217,64267677,50,0,0
13006,101,64286776,0,0,0
13007,1,64300835,3,0,0
13008,111,64304503,1,0,0
13009,6,64309075,9,0,0
13010,50,64311585,32,0,0
13011,21,64316506,4,0,0
13012,36,64318726,0,0,0
13013,101,64328736,1,0,0
13014,101,64331081,4,0,0
13015,101,64334156,0,0,0
13016,1,64334279,2,0,0
13017,176,64335437,8,6,0
13019,101,64340556,0,0,0
13020,40,64343588,6,4,0
13021,11,64349256,4,0,0
13022,315,64350253,54,17,0
13023,166,64352612,8,2,0
13024,36,64354739,3,0,0
13025,1,64355459,5,0,0
13028,1,64366955,0,0,0
13029,101,64371547,0,0,0
13030,101,64378215,1,0,0
13032,6,64386030,0,0,0
13033,6,64392329,7,0,0
13034,131,64402232,5,0,0
13035,58,64403993,13,1,0
13038,146,64406329,33,9,0
13039,126,64414167,4,0,0
13040,6,64420543,0,0,0
13041,36,64423444,7,40,0
13042,101,64430265,0,0,0
13043,223,64430485,23,0,0
13044,1,64430560,1,0,0
13045,1,64431703,0,0,0
13047,4577,64435686,250,79,3
13049,101,64436635,6,4,0
13050,101,64444436,0,0,0
13051,1,64448530,0,0,0
13052,1,64456332,1,0,0
13055,1,64493468,0,0,0
13057,129,64495055,2,8,0
13059,21,64499978,0,0,0
13060,1,64500261,0,0,0
13061,101,64505490,1,0,0
13063,111,64510053,2,0,0
13064,1,64513342,4,0,0
13065,148,64515026,18,2,0
13066,178,64521918,10,14,0
13067,101,64522523,0,0,0
13070,106,64540743,1,2,0
13071,11,64545079,4,0,0
13072,6,64581902,6,0,0
13073,101,64584515,0,0,0
13074,1,64594481,2,0,0
13075,141,64595549,16,1,0
13076,5,64596310,22,0,0
13077,121,64599683,5,2,0
13078,1,64607878,0,0,0
13079,1,64612669,1,0,0
13080,21,64625360,1,0,0
13081,101,64630998,0,0,0
13082,101,64637738,2,11,0
13083,4,64638829,1,0,0
13084,1,64666888,0,0,0
13085,160,64671219,13,2,0
13086,101,64673350,5,1,0
13087,11,64673695,9,0,0
13090,156,64686331,10,6,0
13091,111,64693415,7,14,0
13092,19,64694385,4,0,0
13094,101,64703877,0,1,0
13095,1,64725001,5,0,0
13097,23,64743364,3,0,0
13098,1,64747246,0,0,0
13099,16,64752826,1,0,0
13100,11,64758292,0,0,0
13101,11,64761912,1,0,0
13102,101,64762865,2,0,0
13103,1,64763185,0,0,0
13104,65,64765082,20,3,0
13105,21,64774779,2,0,0
13106,71,64775031,8,16,0
13107,143,64776496,8,20,0
13108,15,64776644,4,0,0
13109,101,64778511,2,5,0
13110,11,64787965,48,0,0
13111,101,64789533,1,0,0
13112,1,64790114,0,0,0
13114,101,64799489,0,4,0
13115,6,64801784,1,0,0
13116,101,64802570,3,0,0
13117,1,64803932,0,0,0
13118,31,64804412,17,2,0
13120,101,64818382,1,2,0
13121,1,64824463,0,0,0
13122,41,64827308,4,3,0
13123,13,64832987,5,0,0
13125,1,64842227,0,0,0
13126,1,64843673,0,0,0
13127,6,64843682,1,0,0
13128,173,64847482,87,14,0
13129,103,64848748,4,3,0
13130,153,64851691,12,10,0
13131,1,64853572,1,0,0
13132,11,64854281,7,0,0
13133,6,64855187,2,0,0
13134,101,64856212,0,0,0
13135,11,64856720,7,0,0
13136,1,64857087,1,0,0
13137,1,64858302,0,0,0
13138,3518,64859606,315,63,2
13139,6,64860303,0,0,0
13140,103,64860459,2,72,0
13141,36,64861793,1,0,0
13143,16,64868815,0,0,0
13145,101,64872182,0,0,0
13147,36,64876105,0,0,0
13148,1,64878761,0,0,0
13150,1,64887903,0,0,0
13151,101,64888912,0,2,0
13152,118,64891081,3,2,0
13153,1,64894022,2,0,0
13154,283,64897178,49,0,0
13155,21,64915828,1,0,0
13157,1,64930608,0,0,0
13158,425,64931806,39,13,0
13160,1,64932532,0,0,0
13161,101,64933798,0,31,0
13162,41,64938187,1,0,0
13163,17,64940604,2,0,0
13164,18,64943663,2,0,0
13165,198,64949925,22,0,0
13166,101,64951210,2,0,0
13167,136,64951327,6,0,0
13168,1,64961086,0,0,0
13169,11,64966197,2,0,0
13170,114,64990526,3,0,0
13171,1,64991024,0,0,0
13172,16,65001121,4,0,0
13173,86,65001794,6,1,0
13174,101,65005330,0,0,0
13175,6,65008552,0,0,0
13176,101,65009062,0,6,0
13177,322,65012814,51,7,0
13178,101,65013021,0,3,0
13179,101,65014549,2,11,0
13180,101,65019202,3,0,0
13181,101,65019816,0,1,0
13182,11,65021463,2,0,0
13183,16,65030934,6,0,0
13184,103,65031155,9,1,0
13185,26,65032438,0,0,0
13186,101,65036015,0,11,0
13187,8,65038045,2,0,0
13188,141,65042730,4,7,0
13190,11,65044609,2,0,0
13191,38,65045483,15,7,0
13193,21,65056057,0,0,0
13194,1,65056766,0,0,0
13195,33,65061482,1,1,0
13196,1,65068582,0,0,0
13197,26,65069084,1,0,0
13198,101,65081713,1,1,0
13199,1,65084002,0,0,0
13200,58,65084798,14,0,0
13201,393,65102493,73,94,0
13202,21,65104866,1,0,0
13203,53,65106552,9,1,0
13206,1,65115299,0,0,0
13207,31,65117138,1,0,0
13208,11,65118314,2,0,0
13209,113,65122835,4,4,0
13210,1,65123646,1,0,0
13211,116,65124022,2,0,0
13212,191,65129080,14,28,1
13213,1,65133336,0,0,0
13214,175,65135027,26,0,0
13216,136,65148761,13,5,0
13217,151,65151028,10,0,0
13219,11,65156474,2,0,0
13220,101,65160398,0,1,0
13222,1,65174483,7,0,0
13223,11,65184139,1,0,0
13225,101,65191225,0,11,0
13226,1,65195094,1,0,0
13227,181,65199373,1,0,0
13228,11,65199469,5,0,0
13230,11,65204183,1,0,0
13231,1,65214966,1,0,0
13232,101,65216254,1,0,0
13233,1,65216697,0,0,0
13234,101,65229528,0,4,0
13235,101,65232501,3,0,0
13236,1,65239471,0,0,0
13237,6,65240259,1,0,0
13238,101,65248499,1,0,0
13239,160,65277325,5,2,0
13240,6,65280633,1,0,0
13241,31,65281684,4,0,0
13243,1,65290402,2,0,0
13244,1,65306429,2,0,0
13245,1,65309840,0,0,0
13246,101,65317228,0,0,0
13247,1,65329154,9,0,0
13248,1,65330357,2,0,0
13249,101,65336320,0,0,0
13250,1,65346363,1,0,0
13252,6,65353449,0,0,0
13254,276,65361914,26,60,2
13255,138,65363157,7,15,0
13256,101,65363306,0,0,0
13257,101,65363756,0,0,0
13258,76,65365272,6,0,0
13259,11,65367035,1,0,0
13260,16,65367931,4,0,0
13263,1,65376203,0,0,0
13264,41,65378492,0,0,0
13265,16,65379615,1,0,0
13266,128,65381621,4,2,0
13267,308,65383447,13,40,0
13268,1,65385762,0,0,0
13269,101,65390556,0,1,0
13270,203,65391797,1,3,0
13271,6,65392841,3,0,0
13272,1,65394301,1,0,0
13274,1,65395984,1,0,0
13275,6,65397160,1,0,0
13276,1,65398585,1,0,0
13277,11,65401758,1,0,0
13278,101,65404157,0,0,0
13279,101,65407661,0,0,0
13280,3,65408091,0,0,0
13282,101,65418529,4,1,0
13283,6,65422834,0,0,0
13284,1,65424111,0,0,0
13285,101,65430236,0,0,0
13287,31,65432679,1,0,0
13288,11,65438157,0,0,0
13290,128,65444436,1,1,0
13292,11,65451362,2,0,0
13296,13,65457885,1,0,0
13297,1,65458122,0,0,0
13298,1,65460691,18,0,0
13300,116,65462256,4,1,0
13301,11,65465148,2,0,0
13302,41,65467581,1,0,0
13303,1,65469807,0,0,0
13304,109,65470474,2,10,0
13305,21,65479018,2,0,0
13306,101,65485967,0,2,0
13307,1,65487257,0,0,0
13308,101,65489251,0,0,0
13309,38,65501543,2,0,0
13310,89,65515032,11,3,0
13312,111,65522706,7,4,0
13313,21,65533133,1,0,0
13314,8,65538666,1,0,0
13315,16,65542692,6,0,0
13316,111,65542914,2,0,0
13317,105,65543424,18,2,0
13318,6,65543644,0,0,0
13319,123,65544704,4,0,0
13320,147,65545335,24,26,0
13321,18,65545606,3,10,0
13322,36,65545940,7,1,0
13323,16,65547931,2,0,0
13325,115,65549991,5,4,0
13326,116,65550293,6,21,0
13328,1,65550869,12,1,0
13330,8,65551512,2,0,0
13331,18,65556433,1,0,0
13332,1,65558210,3,0,0
13333,21,65558765,1,0,0
13336,11,65566776,2,0,0
13338,1,65579408,0,0,0
13339,101,65585687,2,6,0
13340,111,65587160,4,0,0
13341,1,65599127,3,0,0
13342,36,65605647,6,0,0
13343,11,65609316,2,0,0
13344,21,65616775,1,0,0
13345,1,65616927,2,0,0
13346,1,65617863,0,0,0
13348,393,65620765,15,18,0
13349,101,65621508,3,0,0
13350,1,65627143,0,0,0
13351,148,65627775,22,6,0
13352,11,65629898,1,0,0
13353,1,65630529,0,0,0
13354,1,65633207,0,0,0
13355,128,65634997,5,2,0
13356,11,65636315,6,0,0
13357,118,65639347,3,1,0
13358,18,65640058,1,0,0
13360,75,65648779,6,4,0
13361,1,65652181,1,0,0
13362,631,65656260,220,17,0
13363,51,65663544,1,0,0
13364,11,65663718,1,0,0
13365,101,65664398,0,3,0
13366,1,65673089,0,0,0
13367,136,65674350,2,1,0
13368,1,65682442,0,0,0
13369,1,65684900,0,0,0
13370,1,65686049,0,0,0
13371,1,65686684,0,0,0
13372,1,65697303,14,0,0
13373,61,65701194,4,0,0
13374,1,65701430,0,0,0
13375,111,65701484,3,0,0
13376,101,65703055,0,0,0
13377,1,65705433,0,0,0
13378,252,65716883,16,8,0
13379,101,65717443,0,0,0
13380,11,65717609,1,0,0
13381,101,65717764,0,0,0
13382,16,65719976,3,0,0
13383,1,65722307,1,0,0
13384,103,65727152,1,1,0
13385,11,65731093,2,0,0
13386,1,65731843,6,0,0
13387,21,65733016,1,0,0
13388,11,65733439,1,0,0
13389,179,65735063,2,3,0
13390,156,65737404,9,2,0
13391,1,65758564,0,0,0
13392,101,65762240,3,0,0
13394,1,65772789,0,0,0
13395,1,65781271,0,0,0
13396,3,65785396,0,0,0
13397,13,65791419,9,0,0
13398,6,65796371,2,0,0
13399,101,65804891,0,0,0
13400,1,65806000,0,0,0
13402,309,65806747,28,19,0
13403,126,65807449,12,6,0
13404,20,65809505,4,0,0
13406,108,65813162,0,3,0
13407,101,65813859,9,43,0
13408,126,65814530,2,1,0
13409,338,65818418,29,0,0
13410,1,65818485,1,0,0
13411,11,65820132,1,0,0
13412,1,65829005,1,0,0
13413,148,65830245,17,2,0
13414,108,65832274,2,1,0
13416,1,65842791,0,0,0
13419,220,65855861,8,1,1
13420,130,65855862,4,0,0
13422,1,65869292,0,0,0
13423,56,65879929,7,1,0
13424,18,65880000,6,5,0
13425,6,65886015,1,0,0
13426,11,65887378,1,0,0
13427,138,65896198,5,4,0
13428,101,65896372,0,1,0
13429,23,65907820,4,7,0
13430,26,65910333,2,0,0
13431,157,65913161,21,2,0
13432,160,65913584,18,1,0
13433,11,65918068,3,0,0
13435,1,65921717,0,0,0
13436,41,65921841,1,0,0
13438,106,65924336,1,6,0
13439,6,65931532,1,0,0
13442,101,65939939,0,0,0
13445,21,65953805,5,0,0
13446,101,65958458,0,5,0
13447,101,65960462,0,0,0
13448,16,65964206,1,0,0
13449,6,65967502,0,0,0
13451,8,65974454,7,0,0
13453,11,65978694,0,0,0
13454,1,65982277,0,0,0
13455,158,65986736,7,1,0
13456,16,65989804,1,0,0
13458,131,65999023,9,5,0
13459,6,66009361,3,0,0
13460,101,66019335,0,0,0
13461,101,66021302,0,0,0
13462,1,66024338,0,0,0
13464,16,66031922,6,0,0
13465,110,66036233,0,15,0
13466,101,66042857,3,0,0
13467,40,66049507,5,5,0
13469,101,66056483,0,0,0
13470,1,66059912,1,0,0
13471,101,66061441,1,2,0
13472,135,66062590,11,8,0
13473,298,66062707,21,1,0
13474,295,66063155,24,6,1
13475,31,66066022,1,0,0
13476,101,66067156,1,0,0
13477,21,66068683,1,0,0
13478,1,66069288,0,0,0
13479,9,66071569,1,0,0
13480,101,66073396,0,1,0
13481,1,66076881,2,0,0
13482,101,66079117,2,0,0
13483,1,66087886,1,0,0
13485,101,66097827,0,0,0
13486,1,66104363,0,0,0
13487,36,66109524,2,1,0
13488,1,66111504,0,0,0
13489,16,66126031,4,0,0
13490,6,66126224,1,0,0
13491,101,66127622,0,0,0
13492,101,66128482,0,0,0
13494,8,66135176,4,0,0
13495,26,66142370,2,0,0
13496,101,66142877,1,2,0
13497,1,66146740,1,0,0
13498,133,66147075,4,1,0
13502,11,66154136,3,0,0
13503,1,66155599,1,0,0
13504,21,66156473,0,0,0
13505,1,66157372,0,0,0
13506,6,66161022,3,0,0
13507,48,66161474,1,0,0
13508,6,66163635,1,0,0
13509,101,66165312,0,0,0
13510,1,66166195,2,0,0
13511,101,66167584,2,7,0
13512,101,66171706,0,0,0
13513,8,66172164,0,0,0
13514,1,66172644,0,0,0
13515,6,66173495,1,0,0
13516,451,66174933,52,17,1
13518,101,66177098,0,0,0
13519,1453,66180465,55,14,0
13520,21,66184513,1,0,0
13521,101,66193733,0,0,0
13522,23,66198052,6,0,0
13523,21,66203361,1,0,0
13524,35,66211270,12,2,0
13525,349,66213565,51,11,0
13526,279,66214813,10,46,1
13527,16,66216332,1,0,0
13528,1,66220695,0,0,0
13529,16,66222783,4,1,0
13530,103,66223556,1,0,0
13531,23,66229274,4,0,0
13532,101,66229716,0,1,0
13533,161,66231850,13,0,0
13534,171,66236450,4,1,0
13535,1,66242138,0,0,0
13536,1,66246549,0,0,0
13537,106,66247298,0,1,0
13538,393,66248700,27,11,0
13540,21,66251964,1,0,0
13542,111,66260621,2,2,0
13543,1,66260918,0,0,0
13544,1,66263806,4,0,0
13546,118,66268295,2,0,0
13547,101,66270127,0,0,0
13548,4,66270609,2,0,0
13549,33,66275195,11,0,0
13550,23,66276305,0,0,0
13552,101,66295012,0,0,0
13553,51,66307098,5,0,0
13554,53,66309989,10,1,0
13555,706,66310858,32,63,0
13556,6,66311859,3,0,0
13557,11,66313787,11,0,0
13558,26,66317143,2,0,0
13559,66,66318641,8,0,0
13560,1,66322760,0,0,0
13561,444,66327930,98,20,1
13562,241,66329245,20,3,4
13563,13,66330415,3,0,0
13564,169,66332963,7,18,0
13565,206,66335051,17,0,0
13566,21,66337004,3,0,0
13567,25,66343314,1,4,0
13568,155,66346618,10,8,0
13569,8,66346698,2,0,0
13571,123,66350796,1,0,0
13573,1,66355111,0,0,0
13574,1,66359778,0,0,0
13576,6,66363104,1,0,0
13577,101,66366291,1,0,0
13579,101,66385519,0,0,0
13580,18,66396229,3,0,0
13581,76,66397654,6,2,0
13582,67,66398739,25,3,0
13583,138,66399358,7,4,0
13584,1,66405034,1,0,0
13585,8,66405748,1,0,0
13586,66,66408457,10,0,0
13587,315,66415091,15,41,6
13588,16,66419625,1,0,0
13589,1,66420980,0,0,0
13590,38,66423560,0,1,0
13591,6,66431764,10,0,0
13592,101,66435284,6,0,0
13593,129,66437972,10,0,0
13594,163,66438367,26,1,0
13597,9,66443555,1,0,0
13598,31,66449768,2,0,0
13599,101,66453613,0,0,0
13600,92,66361426,15,8,0
13601,101,66471743,0,0,0
13603,16,66494873,2,0,0
13604,11,66497922,3,0,0
13605,101,66499473,2,0,0
13606,16,66509785,2,0,0
13607,1,66510173,3,0,0
13608,11,66519732,2,0,0
13609,23,66521442,7,0,0
13610,116,66529789,3,6,0
13611,1,66536812,0,0,0
13612,101,66537374,0,0,0
13613,26,66539505,1,0,0
13614,62,66543142,16,0,0
13616,1,66549920,3,0,0
13618,1,66550615,1,0,0
13619,11,66551855,1,0,0
13620,101,66560337,1,0,0
13623,1,66573661,1,0,0
13624,95,66574762,10,17,0
13625,101,66575065,0,0,0
13626,111,66575169,2,2,0
13628,1,66583574,0,0,0
13630,101,66584820,0,0,0
13631,1,66586724,0,0,0
13632,16,66586753,0,0,0
13633,26,66587564,3,0,0
13634,855,66588106,66,304,0
13636,45,66595453,78,57,0
13637,1,66599093,0,0,0
13638,1,66602635,1,0,0
13639,1,66603505,0,0,0
13640,1,66604057,0,0,0
13641,101,66604754,1,0,0
13642,1,66608348,4,0,0
13646,101,66620307,1,0,0
13647,123,66632241,0,1,0
13648,1,66636024,0,0,0
13649,1,66638866,6,0,0
13651,11,66655965,2,0,0
13655,101,66670566,4,0,0
13658,1,66673940,0,0,0
13659,101,66674879,2,8,0
13660,106,66675432,7,0,0
13661,16,66677767,0,0,0
13662,11,66678250,7,0,0
13663,126,66681575,3,2,0
13664,106,66682500,5,14,0
13665,1,66685053,1,0,0
13666,101,66685538,1,10,0
13668,150,66689543,3,2,0
13669,932,66689824,127,283,14
13670,81,66690710,1,0,0
13671,8,66697764,1,0,0
13672,131,66704407,12,9,0
13673,40,66707928,4,1,0
13674,31,66710854,1,0,0
13675,11,66711083,7,0,0
13677,21,66720460,3,0,0
13678,101,66729266,6,0,0
13680,2046,66736452,248,51,6
13681,11,66737997,1,0,0
13683,101,66742079,0,0,0
13684,415,66743954,30,18,4
13685,28,66744790,3,0,0
13686,101,66744952,0,0,0
13688,1,66747002,1,0,0
13690,148,66748237,11,0,0
13692,101,66766135,0,0,0
13693,11,66768957,0,0,0
13695,6,66773745,1,0,0
13696,1,66785783,2,0,0
13698,80,66794456,14,7,0
13699,11,66804601,1,0,0
13701,21,66816591,12,0,0
13702,388,66817156,39,24,0
13704,1,66827698,10,0,0
13705,1,66840019,1,0,0
13708,1,66845487,0,0,0
13709,16,66848492,2,0,0
13712,21,66857820,2,0,0
13714,87,66859209,24,2,0
13716,106,66861874,2,0,0
13717,6,66866847,1,0,0
13719,1,66870540,1,0,0
13720,101,66872825,0,0,0
13721,1,66873233,0,0,0
13722,56,66877682,2,0,0
13724,6,66884823,0,0,0
13725,16,66887056,2,0,0
13726,101,66888854,2,0,0
13727,103,66893225,2,1,0
13728,66,66895301,5,0,0
13729,101,66897813,0,0,0
13730,101,66899249,1,1,0
13732,121,66908344,4,0,0
13733,11,66911134,0,0,0
13734,6,66915947,2,0,0
13736,1,66919679,0,0,0
13737,11,66925036,1,0,0
13738,1,66925080,1,0,0
13739,21,66926583,0,0,0
13740,1,66929733,2,0,0
13741,1,66931719,2,0,0
13742,21,66931921,1,0,0
13743,11,66932711,0,0,0
13744,19,66935469,7,0,0
13745,1,66936192,0,0,0
13748,138,66937905,2,1,0
13749,1,66938516,0,0,0
13750,123,66938627,3,2,0
13752,171,66942793,12,1,0
13753,20,66940011,7,0,0
13754,11,66945300,3,0,0
13755,6,66945903,0,0,0
13757,196,66949036,14,5,0
13758,181,66953795,7,1,0
13759,16,66956839,1,0,0
13761,31,66971949,1,0,0
13762,1,66984083,1,0,0
13764,36,66996123,5,1,0
13765,146,66997649,13,19,0
13766,125,67003035,2,2,0
13767,8,67003766,3,0,0
13769,108,67014805,1,3,0
13770,80,67017602,8,33,0
13771,1,67018536,0,0,0
13773,101,67024703,0,0,0
13774,106,67025352,1,1,0
13775,6,67026945,0,0,0
13777,1,67031329,1,0,0
13778,1,67031830,0,0,0
13779,6,67047289,1,0,0
13780,11,67050519,1,0,0
13781,1,67058451,0,0,0
13782,118,67061126,0,0,0
13783,3,67063838,4,0,0
13785,101,67073762,2,1,0
13788,11,67090331,0,0,0
13789,1,67093795,0,0,0
13790,21,67119034,0,0,0
13791,101,67122121,0,0,0
13792,101,67123011,0,0,0
13793,8,67149574,1,0,0
13794,101,67153345,0,1,0
13795,101,67154529,0,12,0
13796,101,67159569,0,0,0
13797,101,67159807,2,6,0
13798,143,67159822,7,2,0
13799,262,64222217,18,5,0
13800,11,67166296,1,0,0
13802,1,67172230,0,0,0
13803,140,67182546,13,6,0
13804,857,67183043,62,80,1
13805,16,67184118,3,0,0
13806,18,67185156,36,0,0
13807,1,67188847,0,0,0
13808,28,67193834,5,4,0
13809,101,67194023,1,0,0
13810,6,67194724,0,0,0
13811,46,67195015,5,12,0
13812,101,67199413,0,0,0
13813,145,67200300,6,1,0
13814,1,67201126,0,0,0
13815,30,67201270,3,2,0
13816,16,67208571,0,0,0
13817,101,67212395,4,0,0
13818,2594,67218298,137,70,0
13819,6,67218787,0,0,0
13820,11,67223463,0,0,0
