Id,PostTypeId,CreationDate,Score,ViewCount,OwnerUserId,AnswerCount,CommentCount,FavoriteCount,LastEditorUserId
26485,1,54970361,6,1714.0,10619.0,1.0,3,3.0,7290.0
26486,1,54973942,5,499.0,10620.0,3.0,5,,930.0
26487,2,54974617,4,,8402.0,,1,,
26490,2,54977806,4,,7224.0,,3,,
26493,1,54982976,1,246.0,10497.0,3.0,2,,2970.0
26494,2,54987039,2,,2958.0,,1,,
26495,2,54989328,1,,10268.0,,5,,
26496,2,54989820,2,,10268.0,,2,,
26497,1,54994485,1,382.0,10609.0,2.0,0,0.0,88.0
26499,1,54994862,1,358.0,5618.0,0.0,3,,
26500,1,55002054,1,1274.0,10621.0,1.0,0,1.0,930.0
26501,2,55004535,2,,1036.0,,2,,
26502,1,55007148,10,1487.0,10623.0,4.0,0,4.0,919.0
26503,2,55008026,1,,7290.0,,11,,
26504,2,55009191,4,,495.0,,2,,
26505,1,55010849,3,5032.0,10624.0,3.0,3,2.0,1036.0
26508,1,55016420,0,71.0,10566.0,0.0,0,0.0,
26510,1,55016817,2,666.0,4966.0,3.0,1,3.0,
26511,2,55019529,2,,7290.0,,0,,7290.0
26512,1,55019743,4,979.0,230.0,2.0,1,1.0,
26513,2,55020899,1,,6547.0,,1,,
26514,2,55021517,1,,7972.0,,2,,
26515,2,55039596,9,,2970.0,,0,,2970.0
26516,1,55040314,3,567.0,10632.0,1.0,5,,10479.0
26517,2,55052991,1,,5443.0,,1,,
26518,1,55058309,1,937.0,9363.0,2.0,7,,930.0
26519,2,55065588,1,,8507.0,,0,,
26520,1,55069656,2,718.0,10641.0,0.0,2,1.0,10641.0
26521,1,55070601,1,686.0,10642.0,1.0,1,,88.0
26522,2,55073525,1,,887.0,,0,,
26523,1,55073861,4,4696.0,442.0,1.0,0,,
26525,2,55076164,4,,2392.0,,3,,919.0
26526,2,55077178,2,,8089.0,,1,,
26528,1,55080123,15,10004.0,7244.0,3.0,7,8.0,17230.0
26529,1,55081762,1,314.0,10646.0,1.0,0,,2669.0
26530,2,55082577,2,,6664.0,,0,,
26531,1,55083731,3,750.0,4054.0,3.0,0,,
26532,2,55083823,6,,4253.0,,4,,
26534,2,55084524,16,,1934.0,,11,,7290.0
26535,2,55087006,24,,887.0,,7,,930.0
26536,2,55087648,2,,686.0,,4,,
26537,1,55088183,8,1834.0,364.0,2.0,0,5.0,
26538,2,55088640,4,,279.0,,1,,
26539,1,55018262,2,1872.0,,1.0,4,1.0,
26540,2,55027934,6,,2129.0,,1,,
26541,1,55014436,1,78.0,10651.0,0.0,9,,
26542,2,55090978,3,,8413.0,,0,,8413.0
26543,1,55091709,2,126.0,401.0,0.0,1,,
26544,1,55093220,2,78.0,8999.0,0.0,0,1.0,4479.0
26545,1,55093421,0,152.0,9459.0,0.0,3,,449.0
26546,2,55096029,6,,3058.0,,4,,3058.0
26548,2,55098355,13,,4598.0,,5,,
26549,1,55100067,17,215.0,10653.0,1.0,0,7.0,
26550,2,55102201,13,,5739.0,,5,,
26551,2,55102284,2,,1036.0,,0,,
26552,1,55103203,2,176.0,10654.0,2.0,4,,
26553,2,55103858,0,,3331.0,,0,,
26554,2,55104988,0,,4505.0,,0,,
26556,1,55107429,5,544.0,8402.0,1.0,8,1.0,
26557,1,55107450,2,293.0,3262.0,1.0,0,2.0,
26558,1,55107783,19,739.0,3432.0,3.0,4,8.0,
26559,2,55108368,2,,9497.0,,1,,
26560,2,55108672,10,,4376.0,,2,,4376.0
26561,1,55109029,1,326.0,9651.0,1.0,0,,9651.0
26562,1,55110835,4,934.0,10660.0,2.0,1,,
26563,2,55111308,3,,10659.0,,5,,
26565,2,55113247,8,,7290.0,,0,,
26567,1,55115826,2,294.0,10662.0,0.0,0,,26338.0
26568,1,55116176,8,1770.0,8853.0,1.0,0,3.0,
26569,2,55118866,1,,7071.0,,0,,
26570,1,55119711,2,193.0,6674.0,3.0,0,1.0,7290.0
26571,1,55120905,2,790.0,10639.0,1.0,0,,930.0
26572,1,55121994,6,426.0,10651.0,0.0,8,1.0,10651.0
26573,2,55122673,2,,7290.0,,3,,
26574,2,55123718,2,,4505.0,,1,,
26575,2,55123808,3,,858.0,,4,,858.0
26576,2,55123916,4,,4505.0,,4,,
26577,1,55133345,0,31.0,1126.0,1.0,0,,
26578,1,55134687,11,1120.0,10275.0,3.0,4,5.0,10275.0
26579,2,55135357,0,,3919.0,,1,,
26580,1,55135403,6,443.0,1381.0,1.0,0,,919.0
26582,2,55136098,1,,4505.0,,0,,
26583,2,55136142,2,,7290.0,,5,,
26584,1,55137047,1,1001.0,10665.0,1.0,9,1.0,930.0
26585,1,55140605,6,4109.0,10488.0,2.0,5,2.0,1739.0
26587,1,55152589,0,436.0,9253.0,0.0,5,,
26588,1,55152943,6,185.0,10667.0,1.0,3,2.0,10667.0
26590,1,55157190,1,62.0,10646.0,0.0,4,,930.0
26591,1,55162128,1,921.0,10669.0,2.0,0,,
26592,2,55163410,4,,,,1,,
26593,2,55164444,1,,10217.0,,1,,
26594,2,55165113,0,,1739.0,,0,,
26595,2,55166016,2,,4253.0,,0,,
26596,2,55167281,5,,1739.0,,0,,1739.0
26597,2,55167401,2,,10322.0,,0,,
26598,1,55168056,4,257.0,10069.0,2.0,1,,10069.0
26599,2,55168356,2,,10322.0,,1,,10849.0
26601,2,55169601,9,,9174.0,,0,,9174.0
26602,2,55170844,4,,279.0,,3,,
26604,2,55172554,0,,9496.0,,2,,9496.0
26605,2,55175605,4,,8539.0,,2,,
26606,1,55176460,7,1133.0,4559.0,2.0,0,3.0,930.0
26607,2,55176594,7,,7336.0,,0,,7336.0
26608,1,55176707,3,912.0,6133.0,2.0,0,,919.0
26609,1,55176999,3,122.0,10676.0,0.0,2,,10676.0
26610,2,55177584,1,,9253.0,,2,,
26611,1,55153255,6,1228.0,10675.0,1.0,1,6.0,4856.0
26612,2,55182883,1,,10630.0,,7,,10630.0
26613,1,55185954,1,355.0,10610.0,1.0,3,,10610.0
26614,1,55186661,1,188.0,966.0,1.0,0,,966.0
26615,2,55187412,2,,4505.0,,3,,
26616,2,55187711,1,,3591.0,,2,,
26617,5,55188645,0,,10659.0,,0,,10659.0
26618,4,55188645,0,,10659.0,,0,,10659.0
26619,1,55188670,3,298.0,10678.0,1.0,1,1.0,919.0
26620,1,55189825,2,191.0,10679.0,0.0,3,,
26621,2,55189954,0,,279.0,,6,,279.0
26622,1,55190612,3,49.0,10680.0,0.0,1,,
26623,1,55191445,3,843.0,10681.0,1.0,0,1.0,
26624,1,55194880,3,154.0,2040.0,1.0,1,,88.0
26625,2,55195015,3,,6547.0,,1,,1739.0
26626,1,55195313,2,225.0,6434.0,2.0,0,1.0,
26628,2,55197279,1,,8013.0,,0,,
26629,1,55198166,2,143.0,9136.0,0.0,4,,3748.0
26630,2,55198245,2,,858.0,,0,,858.0
26631,2,55198872,12,,919.0,,3,,
26632,2,55200128,1,,5739.0,,2,,
26634,2,55202432,1,,561.0,,4,,
26635,1,55202461,2,327.0,8114.0,1.0,5,,4479.0
26636,1,55203048,3,236.0,10685.0,0.0,2,,
26637,1,55203228,1,713.0,10686.0,2.0,0,,
26638,2,55204328,1,,1739.0,,4,,
26640,2,55210040,1,,4479.0,,4,,
26641,2,55210903,3,,775.0,,0,,775.0
26642,2,55212911,2,,9007.0,,0,,9007.0
26643,2,55213673,2,,4856.0,,4,,4856.0
26644,2,55213748,1,,7972.0,,0,,
26646,1,55219531,3,423.0,10694.0,1.0,3,,26338.0
26647,2,55219691,17,,775.0,,4,,775.0
26648,1,55219802,1,154.0,10695.0,0.0,1,,26338.0
26649,1,55219823,2,765.0,10693.0,1.0,2,1.0,
26650,1,55220025,2,2527.0,10696.0,3.0,3,,449.0
26651,2,55222880,2,,9007.0,,0,,
26652,1,55224013,4,1684.0,10687.0,1.0,0,1.0,7290.0
26653,2,55226069,3,,7828.0,,2,,582.0
26654,1,55231767,1,33.0,2820.0,0.0,1,,
26655,2,55238059,1,,5429.0,,2,,
26656,1,55239123,2,3164.0,10697.0,1.0,4,1.0,
26658,1,55241226,5,128.0,6432.0,1.0,0,1.0,6432.0
26659,2,55241584,2,,10322.0,,0,,10322.0
26660,1,55241808,4,667.0,10706.0,5.0,0,5.0,88.0
26661,1,55242374,1,2569.0,10707.0,1.0,4,,930.0
26665,1,55244421,3,190.0,10708.0,2.0,12,,10708.0
26666,2,55244540,2,,10524.0,,1,,
26667,1,55245048,4,366.0,6432.0,1.0,4,,6432.0
26668,1,55245610,3,322.0,10710.0,1.0,0,,930.0
26669,2,55249457,4,,10524.0,,3,,919.0
26670,2,55252826,2,,8242.0,,1,,8242.0
26671,2,55253633,3,,1739.0,,0,,
26672,2,55253957,0,,775.0,,1,,
26674,1,55255444,3,1356.0,10711.0,1.0,8,,
26676,1,55257499,17,6897.0,3401.0,4.0,1,8.0,2970.0
26678,1,55259086,0,595.0,10716.0,1.0,0,,
26679,1,55259247,1,551.0,10717.0,1.0,0,,930.0
26681,2,55259752,0,,887.0,,3,,
26682,2,55259959,2,,5429.0,,0,,
26684,1,55261303,5,70.0,10676.0,1.0,2,1.0,
26685,2,55261956,2,,10675.0,,4,,
26687,2,55264754,5,,1739.0,,7,,
26688,1,55264915,3,1239.0,10719.0,2.0,4,2.0,3826.0
26689,1,55265817,0,2126.0,10720.0,1.0,0,,
26690,2,55266320,1,,10479.0,,0,,
26691,2,55266948,0,,1739.0,,0,,
26692,2,55266993,2,,5429.0,,7,,
26693,2,55267032,1,,9651.0,,1,,
26694,1,55267553,2,303.0,7071.0,3.0,1,1.0,
26695,2,55269510,2,,,,5,,
26696,1,55270085,15,753.0,887.0,1.0,2,3.0,887.0
26697,2,55270791,0,,1764.0,,0,,
26698,2,55271059,2,,3382.0,,2,,
26699,1,55272013,4,171.0,3748.0,1.0,4,,3748.0
26700,1,55272044,0,675.0,10689.0,1.0,1,,919.0
26701,1,55272543,3,245.0,1146.0,2.0,0,,1146.0
26702,1,55272632,4,868.0,10721.0,1.0,5,1.0,919.0
26703,2,55273832,3,,1739.0,,1,,
26704,2,55275910,7,,919.0,,8,,
26705,1,55277430,2,278.0,10722.0,4.0,2,,
26706,2,55277450,7,,7555.0,,3,,
26707,1,55277533,0,241.0,10501.0,2.0,4,,10501.0
26708,2,55278295,4,,601.0,,4,,601.0
26709,1,55278608,2,74.0,10724.0,0.0,0,1.0,
26710,2,55279253,1,,9651.0,,0,,
26711,2,55283123,5,,4376.0,,2,,4376.0
26712,1,55284156,1,1006.0,9141.0,0.0,2,,9141.0
26713,2,55284442,1,,10110.0,,4,,
26714,2,55284557,19,,1036.0,,6,,1036.0
26715,1,55286678,0,106.0,3269.0,1.0,0,,930.0
26717,1,55291289,1,119.0,686.0,1.0,3,,
26718,2,55292940,2,,159.0,,2,,
26719,1,55293503,2,111.0,8509.0,2.0,0,,88.0
26720,1,55294353,0,515.0,10718.0,1.0,2,,
26721,2,55294424,4,,4479.0,,5,,4479.0
26722,1,55296163,8,5365.0,2040.0,2.0,4,4.0,
26723,2,55297701,4,,2958.0,,2,,
26724,2,55299592,2,,2040.0,,1,,
26726,2,55301489,10,,2970.0,,7,,
26728,1,55304941,5,1266.0,3125.0,2.0,0,1.0,
26730,2,55305892,1,,10734.0,,2,,
26731,2,55308636,1,,8926.0,,0,,930.0
26732,1,55312068,5,309.0,10615.0,2.0,0,1.0,930.0
26733,1,55312266,5,327.0,1378.0,4.0,4,,183.0
26734,1,55313323,2,203.0,9914.0,3.0,1,,7290.0
26735,1,55314689,0,350.0,8754.0,0.0,3,,8754.0
26736,2,55316661,1,,10736.0,,0,,
26737,2,55317397,3,,1080.0,,0,,
26738,1,55318245,5,551.0,10737.0,1.0,0,2.0,930.0
26739,2,55318461,2,,10736.0,,3,,
26741,1,55321840,2,304.0,7064.0,0.0,10,1.0,
26742,2,55321989,5,,2958.0,,0,,
26743,1,55324271,2,290.0,8402.0,2.0,0,2.0,2116.0
26744,2,55327421,6,,1739.0,,1,,
26748,1,55332840,3,470.0,10744.0,1.0,3,1.0,10744.0
26750,2,55339517,8,,887.0,,0,,
26751,2,55339705,3,,4253.0,,0,,
26752,2,55340299,4,,6633.0,,3,,6633.0
26753,2,55343261,1,,6029.0,,0,,
26754,1,55344911,1,149.0,10028.0,2.0,2,,
26755,2,55346298,1,,4754.0,,2,,
26756,2,55347030,2,,10524.0,,0,,
26757,1,55347441,6,812.0,10746.0,2.0,0,1.0,442.0
26758,2,55347687,5,,10524.0,,1,,
26760,2,55348194,1,,8402.0,,0,,
26761,2,55348872,2,,919.0,,3,,919.0
26762,1,55349196,7,1958.0,10747.0,3.0,4,2.0,1739.0
26763,2,55349693,3,,2040.0,,1,,
26764,1,55349805,1,3555.0,2485.0,1.0,7,3.0,449.0
26765,2,55350841,1,,10524.0,,1,,
26766,1,55352200,3,93.0,557.0,1.0,2,,557.0
26768,2,55352531,1,,4598.0,,3,,
26769,1,55352596,3,339.0,7278.0,1.0,0,,3277.0
26771,1,55353732,1,136.0,10101.0,2.0,0,,88.0
26772,2,55354322,2,,2546.0,,2,,
26775,2,55357848,5,,3277.0,,4,,
26776,2,55357925,1,,5588.0,,0,,
26778,2,55359853,1,,9174.0,,0,,9174.0
26779,2,55359989,9,,4505.0,,2,,
26780,1,55356192,3,2075.0,10766.0,1.0,0,,10766.0
26781,1,55361114,2,891.0,10750.0,1.0,1,1.0,10750.0
26782,2,55361321,6,,4505.0,,1,,
26783,2,55362618,2,,4505.0,,6,,
26786,2,55364020,1,,4505.0,,0,,
26787,2,55364550,2,,2485.0,,0,,
26788,2,55364618,1,,4505.0,,0,,
26789,2,55366244,5,,4598.0,,3,,
26790,1,55368030,2,332.0,7411.0,1.0,0,,88.0
26791,2,55369125,4,,2040.0,,0,,
26792,1,55369721,0,455.0,3026.0,2.0,2,2.0,
26793,2,55370493,1,,4598.0,,0,,
26794,2,55370605,2,,9651.0,,0,,
26795,1,55371315,2,98.0,7128.0,1.0,2,,
26796,2,55371674,5,,2126.0,,2,,
26797,1,55380213,3,4593.0,8632.0,4.0,3,2.0,2116.0
26798,2,55380485,1,,4479.0,,0,,
26799,2,55380990,1,,2669.0,,0,,
26800,2,55381793,16,,9007.0,,2,,
26801,1,55381828,0,484.0,10756.0,0.0,2,1.0,2116.0
26802,2,55381996,2,,2958.0,,10,,
26804,1,55384350,1,104.0,6489.0,0.0,7,,88.0
26805,1,55385255,3,473.0,10433.0,0.0,6,,
26806,2,55387784,2,,9007.0,,2,,9007.0
26807,2,55388350,1,,2546.0,,1,,
26809,1,55402896,0,184.0,10687.0,1.0,1,,88.0
26810,1,55404034,0,1446.0,10764.0,2.0,2,2.0,1036.0
26813,1,55410854,-2,187.0,10286.0,1.0,0,1.0,8.0
26814,2,55413408,6,,2392.0,,4,,
26815,1,55413442,3,4863.0,10580.0,2.0,7,,805.0
26816,2,55418290,1,,8507.0,,0,,
26817,1,55419822,3,114.0,5191.0,2.0,3,,8.0
26818,1,55421028,2,826.0,10768.0,1.0,0,1.0,
26819,2,55421368,2,,8.0,,1,,
26820,2,55421818,3,,686.0,,6,,
26821,2,55424229,3,,1739.0,,1,,
26822,2,55424839,3,,10479.0,,1,,
26823,2,55428647,1,,10217.0,,1,,
26824,1,55429106,3,263.0,9141.0,1.0,4,1.0,9141.0
26825,2,55429913,2,,887.0,,0,,
26828,1,55433970,1,1306.0,10771.0,1.0,13,3.0,3826.0
26829,1,55437496,4,249.0,9311.0,2.0,5,,9311.0
26831,1,55436835,0,188.0,4263.0,1.0,0,,4263.0
26832,2,55439079,0,,1434.0,,0,,
26833,1,55440592,4,331.0,2921.0,2.0,2,5.0,2921.0
26834,1,55440846,0,158.0,10774.0,1.0,3,1.0,3826.0
26835,2,55441179,1,,9651.0,,1,,
26836,2,55442840,1,,71.0,,0,,
26837,1,55443582,2,61.0,10775.0,0.0,0,,7290.0
26838,2,55443615,0,,9651.0,,0,,
26839,1,55444285,1,866.0,8137.0,0.0,3,,
26841,1,55445470,2,131.0,795.0,0.0,10,1.0,795.0
26842,1,55445634,4,2051.0,10776.0,2.0,3,5.0,10776.0
26843,2,55446384,3,,2970.0,,0,,2970.0
26844,1,55448502,0,138.0,3310.0,0.0,3,,3310.0
26845,2,55448593,0,,10747.0,,0,,
26846,2,55449464,5,,3382.0,,6,,3382.0
26848,2,55451470,1,,6941.0,,4,,
26850,2,55457618,0,,4253.0,,5,,
26851,1,55458056,2,163.0,9651.0,1.0,0,,
26853,2,55458250,1,,10433.0,,2,,
26854,2,55458340,1,,3382.0,,0,,
26855,1,55461318,18,4306.0,10389.0,4.0,2,15.0,930.0
26856,2,55462539,0,,279.0,,0,,
26857,2,55464490,21,,442.0,,5,,442.0
26858,1,55465984,11,3275.0,3392.0,6.0,2,3.0,509.0
26859,2,55466899,9,,4754.0,,5,,
26860,2,55468783,12,,5696.0,,2,,
26861,2,55469143,3,,4856.0,,9,,4856.0
26862,1,55471936,6,387.0,10781.0,2.0,1,1.0,9899.0
26863,1,55472458,3,2549.0,2635.0,2.0,0,,
26865,2,55474740,6,,6633.0,,1,,
26866,2,55475040,2,,3903.0,,2,,
26867,1,55479546,0,48.0,7973.0,1.0,0,,
26868,2,55481013,8,,10528.0,,2,,919.0
26869,2,55489377,2,,3277.0,,2,,
26870,1,55491122,0,57.0,4727.0,0.0,3,,
26871,2,55491828,1,,10736.0,,1,,10736.0
26873,1,55499586,2,275.0,10786.0,1.0,0,,
26874,1,55503556,1,277.0,10518.0,0.0,11,,10518.0
26875,1,55504588,-3,245.0,10286.0,1.0,4,,919.0
26876,1,55504743,2,2916.0,10787.0,3.0,5,3.0,
26877,2,55507184,1,,4598.0,,1,,
26878,2,55508166,3,,88.0,,0,,
26879,2,55509214,1,,1549.0,,2,,
26880,1,55509279,0,227.0,4559.0,1.0,2,,4559.0
26881,2,55513033,1,,10790.0,,1,,
26882,2,55515762,1,,10790.0,,1,,
26883,2,55515863,6,,4598.0,,0,,
26885,2,55520350,6,,10790.0,,1,,930.0
26886,1,55520988,3,2251.0,8288.0,2.0,4,,4856.0
26887,2,55522790,7,,4856.0,,1,,6633.0
26888,2,55523243,3,,887.0,,0,,
26889,2,55531903,2,,10791.0,,0,,10322.0
26890,1,55531986,4,2587.0,10507.0,1.0,1,,
26891,2,55537750,5,,7290.0,,0,,7290.0
26892,1,55539725,1,544.0,10792.0,0.0,6,,7972.0
26893,2,55545913,3,,10507.0,,2,,10507.0
26894,2,55549944,2,,2669.0,,5,,
26896,2,55551770,1,,3262.0,,0,,
26897,1,55554514,1,166.0,10793.0,0.0,0,,930.0
26900,2,55562378,6,,5836.0,,4,,5836.0
26901,1,55565102,2,340.0,10416.0,3.0,2,,10416.0
26902,1,55567254,3,104.0,364.0,1.0,8,,
26903,1,55568394,9,1903.0,10795.0,3.0,13,3.0,10795.0
26904,2,55569300,5,,2546.0,,2,,
26905,2,55572516,2,,4505.0,,0,,
26906,1,55578076,3,169.0,2252.0,2.0,2,1.0,
26907,2,55589888,4,,442.0,,0,,442.0
26908,2,55598932,3,,2958.0,,1,,
26909,1,55600859,1,108.0,10800.0,0.0,5,,183.0
26910,1,55604936,2,152.0,8920.0,1.0,0,1.0,
26912,2,55609173,2,,2958.0,,0,,
26914,1,55612663,8,827.0,10529.0,2.0,4,0.0,4479.0
26915,2,55613300,0,,7555.0,,3,,
26916,1,55614302,1,949.0,9136.0,1.0,2,,919.0
26917,1,55614932,3,999.0,10802.0,2.0,0,2.0,
26919,1,55618466,1,85.0,10803.0,2.0,2,1.0,183.0
26920,1,55618791,2,210.0,1643.0,1.0,1,,
26921,2,55620337,2,,2485.0,,0,,
26922,2,55621903,1,,10266.0,,0,,
26923,2,55622138,17,,7290.0,,4,,
26924,1,55624186,1,842.0,10806.0,1.0,6,1.0,7972.0
26925,1,55631084,0,72.0,8397.0,1.0,0,,
26926,1,55631093,0,1467.0,8889.0,1.0,0,2.0,159.0
26927,1,55632551,1,2259.0,43908.0,1.0,0,,
26928,2,55632563,2,,368.0,,0,,
26929,2,55633438,2,,7250.0,,1,,
26930,1,55637450,5,1108.0,6597.0,2.0,1,2.0,88.0
26931,2,55637675,2,,159.0,,0,,
26932,1,55638327,1,94.0,9177.0,1.0,1,,9177.0
26933,1,55639063,3,264.0,10763.0,1.0,2,0.0,10763.0
26934,2,55640037,2,,7555.0,,2,,
26935,5,55645473,0,,919.0,,0,,919.0
26936,4,55645473,0,,919.0,,0,,919.0
26937,5,55646188,0,,919.0,,0,,805.0
26938,4,55646188,0,,919.0,,0,,805.0
26939,2,55664070,1,,10806.0,,1,,2116.0
26940,1,55665706,1,107.0,10810.0,0.0,0,0.0,4856.0
26941,2,55667496,1,,183.0,,0,,
26942,1,55667616,0,103.0,10811.0,2.0,0,1.0,858.0
26943,2,55668067,2,,858.0,,11,,858.0
26944,2,55669759,6,,183.0,,1,,
26945,2,55670674,0,,8402.0,,6,,8402.0
26947,1,55672417,5,1647.0,10389.0,1.0,3,1.0,183.0
26949,1,55672724,1,1050.0,10810.0,2.0,10,,10810.0
26950,1,55673374,1,223.0,8402.0,0.0,5,,8402.0
26951,1,55675424,0,65.0,9413.0,0.0,8,,9413.0
26952,2,55676284,4,,966.0,,2,,
26953,2,55676751,1,,6552.0,,0,,
26954,2,55677258,2,,10816.0,,0,,
26956,1,55678723,1,514.0,10815.0,0.0,0,1.0,159.0
26958,1,55684132,4,1251.0,8982.0,2.0,11,2.0,
26959,2,55686381,2,,,,0,,
26960,2,55687525,2,,10675.0,,4,,
26961,1,55688181,3,402.0,7486.0,2.0,0,1.0,10728.0
26962,2,55689308,8,,10768.0,,3,,10768.0
26965,1,55691716,3,314.0,10040.0,2.0,12,,
26966,2,55694136,2,,10524.0,,3,,
26967,2,55695044,2,,5739.0,,2,,
26969,1,55696813,1,170.0,9677.0,1.0,0,,930.0
26970,1,55661176,3,150.0,10810.0,2.0,10,0.0,493.0
26971,2,55699593,5,,7290.0,,0,,17230.0
26972,1,55701022,2,262.0,10820.0,2.0,0,,10820.0
26973,2,55702256,3,,5739.0,,3,,
26974,1,55703446,2,1032.0,10821.0,1.0,4,1.0,10821.0
26977,2,55705746,2,,8013.0,,0,,22047.0
26978,1,55705860,0,765.0,7550.0,0.0,5,,7550.0
26979,2,55706024,2,,8013.0,,1,,
26980,1,55706068,6,549.0,,1.0,0,,
26981,2,55706484,6,,7141.0,,2,,
26982,1,55707330,1,78.0,10669.0,1.0,0,,4479.0
26983,1,55705225,2,73.0,10828.0,1.0,7,,919.0
26985,1,55711416,3,53.0,10825.0,0.0,1,,2970.0
26986,2,55714327,0,,8013.0,,0,,
26987,1,55719699,0,717.0,10830.0,1.0,3,,2669.0
26988,1,55720790,5,797.0,401.0,2.0,2,,401.0
26989,2,55720857,0,,442.0,,2,,
26990,2,55721292,0,,2958.0,,0,,
26991,2,55721392,2,,8013.0,,6,,
26992,2,55724113,0,,4479.0,,0,,
26993,1,55731889,0,175.0,8849.0,1.0,1,,7290.0
26994,1,55733381,4,1102.0,1997.0,1.0,3,2.0,8413.0
26996,2,55736329,0,,5739.0,,0,,
26997,1,55736669,3,416.0,10763.0,1.0,0,1.0,2116.0
26998,2,55738595,3,,7555.0,,4,,7555.0
26999,1,55739475,4,1962.0,10832.0,3.0,3,3.0,12853.0
27000,1,55739904,2,155.0,10302.0,1.0,0,,
27001,1,55740667,0,232.0,2566.0,1.0,4,1.0,21599.0
27002,2,55741405,5,,10833.0,,0,,
27003,1,55745494,1,371.0,9141.0,1.0,0,,9141.0
27004,1,55749052,2,78.0,10810.0,1.0,0,1.0,17230.0
27005,1,55752833,19,1046.0,6961.0,4.0,7,3.0,6961.0
27006,2,55752921,1,,159.0,,1,,
27007,1,55753116,1,1914.0,10580.0,0.0,4,,919.0
27008,2,55753827,0,,,,0,,
27009,2,55754069,1,,4908.0,,0,,4908.0
27010,2,55755043,3,,493.0,,2,,
27011,1,55755474,8,384.0,10669.0,3.0,3,,4479.0
27012,2,55755652,1,,493.0,,0,,
27013,1,55755670,0,326.0,4908.0,2.0,2,,
27014,2,55757014,1,,10836.0,,0,,3826.0
27015,2,55758226,8,,8413.0,,7,,8413.0
27016,1,55761250,1,50.0,10837.0,1.0,0,,3826.0
27017,1,55761409,5,449.0,7329.0,1.0,0,,7290.0
27018,2,55761900,0,,8402.0,,0,,
27019,2,55764126,1,,10838.0,,0,,
27020,1,55764735,3,322.0,10746.0,1.0,4,,10746.0
27021,2,55767203,1,,4495.0,,0,,
27022,1,55769039,1,119.0,10839.0,0.0,0,,
27023,1,55770226,0,114.0,8114.0,1.0,5,,8114.0
27024,2,55772379,1,,1739.0,,3,,
27025,1,55773007,2,119.0,10841.0,0.0,2,,10841.0
27027,1,55773669,1,611.0,10840.0,1.0,0,1.0,10840.0
27028,2,55773683,3,,4253.0,,5,,
27029,1,55777783,0,48.0,10843.0,0.0,2,,10843.0
27030,1,55777930,0,2491.0,4843.0,2.0,0,,
27031,2,55777938,4,,919.0,,0,,919.0
27032,1,55778747,2,315.0,4843.0,1.0,0,,
27033,1,55779868,9,5152.0,4843.0,1.0,5,6.0,4843.0
27034,1,55780622,1,192.0,10844.0,1.0,0,,
27035,2,55780787,2,,3601.0,,12,,
27036,2,55782332,2,,8013.0,,3,,
27038,1,55783173,19,2308.0,561.0,2.0,5,4.0,
27039,1,55783259,2,78.0,8013.0,0.0,0,1.0,88.0
27043,2,55788755,2,,4505.0,,2,,
27047,2,55790851,1,,3382.0,,0,,3382.0
27049,1,55792269,2,675.0,3269.0,1.0,1,,
27050,1,55793159,2,686.0,10040.0,2.0,6,,10040.0
27052,1,55794833,5,440.0,7339.0,1.0,1,,
27054,1,55796026,0,50.0,10812.0,0.0,2,,10812.0
27055,1,55799854,2,153.0,10850.0,1.0,1,,88.0
27056,2,55800875,1,,10849.0,,0,,10849.0
27057,1,55801500,3,498.0,10851.0,1.0,0,,88.0
27059,2,55803935,7,,1229.0,,2,,
27060,2,55804934,1,,9575.0,,2,,
27061,1,55805950,2,97.0,10854.0,1.0,0,1.0,
27062,2,55807616,4,,401.0,,2,,
27063,2,55809145,1,,8013.0,,0,,
27064,2,55812687,4,,2658.0,,0,,
27065,2,55813529,1,,7972.0,,0,,
27066,2,55815225,2,,10857.0,,0,,
27067,1,55816677,9,2441.0,4754.0,2.0,5,3.0,4856.0
27068,2,55817216,10,,7290.0,,2,,
27069,1,55819162,5,189.0,6597.0,3.0,0,,7290.0
27070,2,55819273,6,,159.0,,0,,
27071,2,55821846,1,,5638.0,,0,,
27072,2,55822063,3,,7555.0,,2,,
27073,2,55823139,2,,7290.0,,3,,
27074,2,55823791,2,,8539.0,,2,,8539.0
27075,2,55824516,12,,4856.0,,2,,4856.0
27076,2,55824634,1,,8898.0,,2,,
27077,2,55824771,3,,7555.0,,1,,
27078,2,55825079,2,,8898.0,,1,,
27079,1,55826670,3,295.0,10859.0,1.0,0,2.0,88.0
27080,1,55830369,4,3044.0,8783.0,1.0,6,3.0,7290.0
27082,2,55835779,2,,7972.0,,0,,
27083,2,55840610,3,,10524.0,,0,,
27084,2,55846551,1,,10205.0,,0,,
27085,1,55847601,4,637.0,10861.0,1.0,5,1.0,
27086,1,55847955,0,56.0,10843.0,1.0,0,,3826.0
27087,1,55849327,0,272.0,10865.0,1.0,0,,449.0
27088,1,55850072,1,519.0,10746.0,1.0,2,,10746.0
27089,2,55852774,4,,7251.0,,0,,
27090,1,55761825,3,1467.0,7329.0,1.0,4,,
27091,2,55771703,3,,6192.0,,5,,
27092,2,55859964,1,,666.0,,1,,
27096,2,55865634,2,,10524.0,,0,,
27097,1,55865797,2,1140.0,9914.0,3.0,7,,4479.0
27098,2,55867925,6,,279.0,,0,,
27099,2,55869077,3,,10872.0,,1,,
